,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
38,3015,全漢企業股份有限公司,全漢,電子零組件業,－,桃園市桃園區建國東路22號,84239055,鄭雅仁,鄭雅仁,姚文鈞,經理,李芙蓉,(03)3759888,82/04/15,91/10/16,新台幣 10.0000元,1872619500,187261950,0,0,合併,每年,董事會,兆豐證券股份有限公司股務代理部,(02)33930898,台北市忠孝東路2段95號1樓,安侯建業聯合會計師事務所,張純怡,趙敏如,FSP,"No.22,Jianguo E,Rd.,Taoyuan City330,Taiwan, R.O.C.",(03)3756966,cqe@fsp-group.com.tw,https://www.fsp-group.com,姚文鈞,經理,(03)3759888,cqe@fsp-group.com.tw,https://www.fsp-group.com
39,3021,鴻名企業股份有限公司,鴻名,電子零組件業,－,台北市東興路59號6樓,84274833,張允騰,王祥宇,林冠宇,資深副總經理,黃小菁,(02)8768-2688,82/05/25,91/08/26,新台幣 10.0000元,940000000,94000000,0,0,合併,每年,董事會,中國信託商業銀行,02-66365566,台北市中正區重慶南路1段83號5樓,安侯建業聯合會計師事務所,王怡文,羅瑞蘭,WELLTEND,"6F, No.59, Tung Hsing Road,　Taipei, Taiwan, R.O.C.",(02)8768-2588,ir@welltend.com.tw,www.welltend.com.tw,林冠宇,資深副總經理,(02)8768-2688,ir.welltend.com.tw,http://www.welltend.com.tw/
40,3023,信邦電子股份有限公司,信邦,電子零組件業,－,苗栗市國華路582號,23542766,王紹新,梁偉銘,張集州,處長,邱丞蔓,037-330099,78/12/06,91/08/26,新台幣 10.0000元,2333769650,233376965,0,0,合併,每年,股東會,台新證券股務代理部,02-2504-8125,台北市建國北路一段96號地下一樓,安永聯合會計師事務所,黃子評,陳明宏,SINBON,"582 Kuo Hwa Rd Miaoli 360,Taiwan",037-367945,matthew@sinbon.com,www.sinbon.com,張集州,處長,Chang Chi Chou,matthew@sinbon.com,www.sinbon.com
41,3026,禾伸堂企業股份有限公司,禾伸堂,電子零組件業,－,台北市內湖區環山路二段六十二號一樓,20891326,唐錦榮,唐錦榮,黃建融,處長,張淑英,(02)2627-0383,70/06/01,91/08/26,新台幣 10.0000元,1579907790,157990779,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,許明芳,陳蓓琪,HOLY STONE,"1F1, NO.62, Sec.2. Huang Shan Rd., Nei HU Dist.,Taipei,Taiwan , R.O.C.",(02)2658-9558,IR@holystone.com.tw,http://www.holystone.com.tw,蕭春婷,經理,(02)2627-0383 #249,IR@holystone.com.tw,http://www.holystone.com.tw/duty.do?ccId=7
42,3032,偉訓科技股份有限公司,偉訓,電子零組件業,－,台南市安南區安和路二段54巷225號,69577160,柯吉源,王駿東,王駿東,總經理,陳慧珊,06-3560606,68/02/16,91/08/26,新台幣 10.0000元,1132856260,113285626,10000000,0,合併,每年,股東會,元大證券股份有限公司,02-2586-5859,台北市大同區承德路三段210號地下1樓,勤業眾信聯合會計師事務所,王騰葦,李季珍,COMPUCASE,"NO.225,LANE 54,SEC.2,AN HO ROND.TAINAN, TAIWAN, R.O.C.",06-3560505,yachu-hong@hec-group.com.tw,http://www.hec-group.com.tw,陳慧珊,經理,06-3560606#108,stacey-chen@hec-group.com.tw,http://www.hec-group.com.tw/index.php?id=170&L=1
43,3037,欣興電子股份有限公司,欣興,電子零組件業,－,桃園市龜山區山鶯路179號,23535435,曾子章,李嘉彬、郭政輝,沈再生,財務部總經理,徐興源,03-3500386,79/01/25,91/08/26,新台幣 10.0000元,14752603330,1475260333,0,0,合併,每年,股東會,宏遠證券股份有限公司(95.3.3起),02-23268818,106台北市信義路四段236號3樓,資誠聯合會計師事務所,吳漢期,林雅慧,UNIMICRON,"No.179, Shanying Road, Guishan District, Taoyuan City, Taiwan, ROC",03-3595536,janetchang@unimicron.com,www.unimicron.com,謝志華,投資人關係,03-3500386-11854,IR@unimicron.com,http://www.unimicron.com/responsiblity2014/responsiblity_11_01.htm
44,3042,台灣晶技股份有限公司,晶技,電子零組件業,－,台北市北投區中央南路二段十六號四樓,21204867,林萬興,郭雅屏,洪冠文,財務長,張瑛楓,(02)2894-1202,72/12/28,91/08/26,新台幣 10.0000元,3097570400,309757040,0,0,合併,每年,股東會,元大證券股份有限公司,(02)25865859,台北市承德路三段210號地下一樓,勤業眾信聯合會計師事務所,謝明忠,蘇郁琇,TXC,"4F, No. 16, Sec. 2, Chung Yang S. Rd., PeitouTaipei, Taiwan, R.O.C.",(02)2893-0789,vivien@txc.com.tw,www.txccorp.com,陳雅雯,特別助理,(02)2894-1202#3256,murielchen@txc.com.tw,http://www.txccorp.com/tw/f_investor/10.asp
45,3044,健鼎科技股份有限公司,健鼎,電子零組件業,－,桃園市平鎮區平鎮工業區工業五路21號,86379707,王景春,黃樂仁,林修立,副總經理,李承易,03-419-5678,80/12/16,91/08/26,新台幣 10.0000元,5256058980,525605898,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-2702-3999,106台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,黃海悅,梁盛泰,Tripod,"No.21 Kuang-Yeh 5th rd., Ping-jen Industrial Park, Ping-jen DistrictTaoYuan City, Taiwan, R.O.C.",03-469-3572,alecklin@tripod-tech.com,www.tripod-tech.com,林修立,副總經理,03-419-5678,IR@tripod-tech.com,www.tripod-tech.com.tw/wordpress/利害關係人/
46,3058,立德電子股份有限公司,立德,電子零組件業,－,新北市新店區寶橋路235巷138號8樓,38019280,包忠詒,包效禹,吳敏娟,協理,昌志燦,(02)8195-3058,59/03/04,91/12/09,新台幣 10.0000元,1585763510,158576351,0,0,合併,每年,董事會,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,廖婉怡,謝建新,LEI,"8F., No. 138, Lane 235, Baoqiao Rd., Xindian Dist.,New Tapei City ,Taiwan",(02)8912-1157,christine.wu@l-e-i.com,www.lei.com.tw,吳敏娟,協理,(02)8195-3058,christine.wu@l-e-i.com,http://www.lei.com.tw/tw/relations/index.aspx
47,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
48,3090,日電貿股份有限公司,日電貿,電子零組件業,－,新北市新店區中正路四維巷一弄四號一樓,84116878,周煒凌,于耀國,于耀國,總經理,王采綾,(02)2219-0505,82/01/04,96/12/31,新台幣 10.0000元,1786571500,178657150,0,0,合併,每年,股東會,元大證券(股)公司股務代理部,(02)2586-5859,台北市大同區承德路三段210號地下一樓,勤業眾信聯合會計師事務所,邵志明,翁雅玲,NDB,"1F., No.4, Aly. 1, Siwei Ln., Zhongzheng Rd., Xindian Dist.,New Taipei City 231622, Taiwan, R.O.C",(02)2219-1010,stock@ndb.com.tw,www.ndb.com.tw,王采綾,副理,(02)2219-0505,deputy-spokesman@ndb-group.com,http://www.ndb.com.tw/stakeholder
49,3092,鴻碩精密電工股份有限公司,鴻碩,電子零組件業,－,台北市內湖區行愛路169號,86318408,張利榮,魯憶萱,魯憶萱,總經理,徐國晃,2792-8558,80/12/12,110/05/13,新台幣 10.0000元,923181120,92318112,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,吳漢期,林雅慧,HOTRON,"No.169,Xing'ai Rd., Neihu Dist.,Taipei City 114, Taiwan, R.O.C",2792-9768,jenny_wu@hotron-ind.com,http://www.hotron-ind.com/,魯憶萱,總經理,2792-8558#166,robert_lu@hotron-ind.com,http://www.hotron-ind.com/
50,3229,晟鈦股份有限公司,晟鈦,電子零組件業,－,新北市新莊區瓊林南路305巷2號,22570840,巫盈助,巫盈助,巫承勳,策略規劃室協理,童韋菱,22052032,76/07/28,98/12/31,新台幣 10.0000元,322630000,32263000,11350507,0,合併,每年,股東會,元大證券股務代理部,25865859,台北市承德路3段210號地下一樓,資誠聯合會計師事務所,游淑芬,林永智,CHEER TIME,"No.2, Ln. 305, Cyonglin S. Rd. Sinjhuang Dist.New Taipei City,Taiwan(R.O.C)",22053346,investor@cheer-time.com.tw,http://www.cheer-time.com.tw/,巫承勳,策略規劃室協理,27017019,ben.wu@cheer-time.com.tw,http://investor.cheer-time.com.tw/
51,3296,勝德國際研發股份有限公司,勝德,電子零組件業,－,新北市中和區中山路二段407號10樓,12702977,周義雄,周義雄,郭舜儀,協理,蔡旻昆,82215588,89/11/14,96/12/31,新台幣 10.0000元,967244500,96724450,0,0,合併,每年,股東會,褔邦證券股份有限公司股務代理部,(02)2383-6888,台北市中正區忠孝西路1段6號6樓,安侯建業聯合會計師事務所,許育峰,李慈慧,POWERTECH,"10F, No. 407, Sec. 2, Zhong Shan Rd.,Zhonghe District,New Taipei Ctiy,Taiwan",82215680,powertech@power-tech.com.tw,www.power-tech.com.tw,郭舜儀,協理,82215588,spokesman@power-tech.com.tw,https://www.power-tech.com.tw/tw/corporate_social.php
52,3308,聯德電子股份有限公司,聯德,電子零組件業,－,桃園市龜山區科技一路69號,22749711,陳銘智,陳銘智,鄧瑞玲,副董事長,許燕麗,(03)3286800,77/02/02,97/03/12,新台幣 10.0000元,704910260,70491026,0,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,02-23711658,台北市中正區忠孝西路一段六號六樓,勤業眾信會計師事務所,簡明彥,黃秀椿,BESTEC,"No.69,Keji 1st Road,Guishan Township, Taoyuan County 333",(03)3286817,anita@bestec.com.tw,www.bestec.com.tw,許燕麗,特助,03-3286800#301,anita@bestec.com.tw,www.bestec.com.tw
53,3321,同泰電子科技股份有限公司,同泰,電子零組件業,－,台中市大甲區青年路123號,23983947,曾子章,曾山一,曾山一,總經理,蔡文程,(03)-2150198,79/11/19,104/12/15,新台幣 10.0000元,1561448250,156144825,0,0,合併,每年,股東會,宏遠證券股份有限公司,(02)77198899,106台北市信義路四段236號3樓,資誠聯合會計師事務所,周筱姿,吳漢期,UNIFLEX,"No.123, Qingnian Rd., Dajia Dist.,Taichung City, Taiwan (R.O.C.)",(03)-2150197,public@uniflex.com.tw,http://www.uniflex.com.tw,余佳穎,股務,03-2150198 #600,public@uniflex.com.tw,http://www.uniflex.com.tw
54,3338,泰碩電子股份有限公司,泰碩,電子零組件業,－,(114)台北市內湖區瑞光路302號3樓,89858152,余清松,梁竣興,梁竣興,總經理,余柏昕,(02)26562658,83/09/23,102/12/13,新台幣 10.0000元,879081410,87908141,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,台北市大安區敦化南路2段97號B2,安侯建業聯合會計師事務所,陳富仁,尹元聖,TAISOL,"3F, No. 302, Rueiguang Rd., Neihu District,Taipei City 114, Taiwan,R.O.C",(02)26562659,dodo.wu@taisol.com,http://www.taisol.com,梁竣興,總經理,26562658#103,jim.liang@taisol.com,http://w3.taisol.com.tw/contact/contact-people.htm
55,3376,新日興股份有限公司,新日興,電子零組件業,－,新北市樹林區俊英街一七四號,35424073,呂勝男,林清正,阮朝宗,執行副總經理,蔡孟惠,02-26813316,57/06/28,96/12/31,新台幣 10.0000元,1924853460,192485346,0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,蘇郁琇,邱明玉,SZS,"174 Chiun Eng. St .,Su Lin District,Taipei , Taiwan , R.O.C.",02-26845375,juan@szs.com.tw,http://www.szs.com.tw,阮朝宗,執行副總經理,02-26813316,juan@szs.com.tw,http://www.szs.com.tw/service/service_index.aspx
56,3432,台端興業股份有限公司,台端,電子零組件業,－,新北市中和區中正路880號13樓,22928881,林樂堯,林樂賢,劉美惠,資材部協理,張淑真,32349988,77/05/24,99/12/30,新台幣 10.0000元,665860000,66586000,0,0,合併,每年,股東會,富邦綜合證券股務代理部,23611300,台北市中正區許昌街17號2樓,勤業眾信聯合會計師事務所,黃堯麟,莊文源,TAI TWUN,"13F., No.880, Zhongzheng Rd.,Zhonghe Dist., Xinbei City 235, Taiwan",22255566,stock@taitwun.com,http://www.taitwun.com.tw,劉美惠,資材部協理,32349988,angelarliu@taitwun.com,http://www.taitwun.com.tw/stakeholders_tw.asp?LangeType=
57,3501,維熹科技股份有限公司,維熹,電子零組件業,－,台北市內湖區新湖三路196號,80272361,吳瑞雄,吳瑞雄,游嘉德,會計協理,吳瑞聯,27911119,91/09/03,96/09/20,新台幣 10.0000元,1182579270,118257927,0,0,合併,每年,董事會,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,周筱姿,梁益彰,Well Shin,"No.196,Xinhu 3rd,Neihu 114 Taipei, Taiwan",27919901,ws_ir@wellshin.com.tw,www.wellshin.com.tw,游嘉德,會計協理,27911119-235,ws_ir@wellshin.com.tw,www.wellshin.com.tw/chinese/ParticipantZone.asp
58,3533,嘉澤端子工業股份有限公司,嘉澤,電子零組件業,－,基隆市安樂區武訓街15號,22244141,朱德祥,何德佑,劉興夏,會計經理,蔡明叡,02 24331110,75/08/23,96/12/10,新台幣 10.0000元,1059779000,105977900,0,0,合併,每年,股東會,永豐金證券股份有限公司,02 23816288,台北市博愛路17號3樓,安侯建業會計師事務所,李逢暉,鍾丹丹,LOTES,"No.15 Wusyun St., Anle District,Keelung City, 204 Taiwan (R.O.C.)",02 24323106,samliu@lotestech.com,https://www.lotes.cc/,劉興夏,會計經理,02 24331110,samliu@lotestech.com,https://www.lotes.cc/
59,3550,聯穎科技股份有限公司,聯穎,電子零組件業,－,新北市中和區建八路16號4樓,22488639,何鈞銜,廖文宏,曾貴枝,財務處協理,鄭麗子,8226-5658,76/04/30,99/11/10,新台幣 10.0000元,850000000,85000000,0,0,合併,每年,股東會,兆豐證券股份有限公司股務代理部,3393-0898,10058 台北市中正區忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,陳明煇,蔡美貞,COPARTNER,"4F., No.16, Jian 8th Rd.Zhonghe Dist., New Taipei City , Taiwan",8226-5659,lez@copartner.com.tw,http://www.copartner.com.tw,鄭麗子,財務部副理,8226-5658#2209,lez@copartner.com.tw,http://www.copartner.com.tw/front/bin/cglist.phtml?Category=101793
60,3593,力銘科技股份有限公司,力銘,電子零組件業,－,高雄市左營區菜公一路62巷15號,80617029,尤惠法,尤惠法,梁忻瑾,財會行政處協理,人選未定,07-3433776,92/12/22,98/03/16,新台幣 10.0000元,930424160,93042416,30000000,0,合併,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,江佳玲,吳秋燕,logah,"No.15, Lane 62, Tsaikung 1st Rd., Tsoying District,Kaohsiung, Taiwan 813,R.O.C",07-3433639,jiin.liang@logah.com,http://www.logah.com,梁忻瑾,財會行政處協理,07-3433776,jiin.liang@logah.com,http://www.logah.com/showpage.php?id=responsibility5
61,3605,宏致電子股份有限公司,宏致,電子零組件業,－,桃園市中壢區東園路13號,97257738,袁万丁,楊宗霖,李舒音勻,財務處副總經理,楊宗霖,(03)4632808,85/11/07,98/03/26,新台幣 10.0000元,1343958840,134395884,0,0,合併,每年,董事會,凱基證券股份有限公司股務代理部,(02)2389-2999,台北市重慶南路一段2號5樓,安侯建業聯合會計師事務所,林恒昇,陳蓓琪,ACES,"No.13, Dongyuan Rd., Jhongli District,Taoyuan City 32063, Taiwan (R.O.C.)",(03)4631800,ir@acesconn.com,www.acesconn.com,李舒音勻,財務處副總經理,(03)4632808,ir@acesconn.com,www.acesconn.com
62,3607,谷崧精密工業股份有限公司,谷崧,電子零組件業,－,桃園市中壢區中正路1274巷48號,23414349,洪煥青,張文桐,許嘉宏,財務長,王曉蘭,03-4252153,78/06/14,98/10/28,新台幣 10.0000元,1216622390,121662239,0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,10489台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,謝明忠,王攀發,Coxon,"No.48, Ln. 1274, Zhongzheng Rd., Zhongli Dist., Taoyuan City 320, Taiwan ?Zhongli Dist., Taoyuan City 320, Taiwan",03-4254320,coxontw@coxongroup.com,www.coxongroup.com,許嘉宏,財務長,03-4252153,garyhsu@coxongroup.com,www.coxongroup.com/?page_id=1764
63,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
64,3645,達邁科技股份有限公司,達邁,電子零組件業,－,新竹縣新埔鎮文德路三段127號,70776899,吳聲昌,吳聲昌,陳岱村,副總經理,黃貞英,03-5896088,89/06/22,100/10/05,新台幣 10.0000元,1308928940,130892894,3969001,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-2702-3999,台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,黃裕峰,陳明煇,TMT,"NO.127 SEC.3 WENDER RDSHINPU JEN, HSINCHU, TAIWAN 305",03-5896099,kevin_chen@taimide.com.tw,www.taimide.com.tw,鍾嘉惠,經理,03-5896088,ir@taimide.com.tw,http://www.taimide.com.tw/investor_1.asp
65,3653,健策精密工業股份有限公司,健策,電子零組件業,－,桃園市龜山區文化里19鄰科技一路40號,22415854,趙宗信,林錦隆,林錦隆,總經理,郭逢春,03-2115678,76/03/28,98/11/18,新台幣 10.0000元,1222024020,122202402,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信會計師事務所,黃堯麟,陳致源,JENTECH,"No.40, Keji 1st Rd., Guishan Township,Taoyuan County 333, Taiwan (R.O.C.)",03-3960144,spokesperson@jentech.com.tw,www.jentech.com.tw,鄭巧妮,經理,03-2115678,queeniecheng@jentech.com.tw,www.jentech.com.tw/#!stakeholder/cf38
66,3679,新至陞科技股份有限公司,新至陞,電子零組件業,－,新北市新莊區化成路11巷36號,36011776,陳標福,蔡建勝,蔡建勝,總經理,林子瑄,(02)2998-3578,69/06/27,100/10/05,新台幣 10.0000元,626712290,62671229,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83 號5 樓,安侯建業聯合會計師事務所,陳振乾,余聖河,Nishoku,"NO.36, LN. 11, HUACHENG RD., XINZHUANG DIST.,NEW TAIPEI CITY 24252, TAIWAN",(02)2998-3580,service@nishoku.com.tw,www.nishoku.com.tw,林子瑄,財務長,(02)2998-3578#128,ir@nishoku.com.tw,http://www.nishoku.com.tw/Investor/default2.aspx
67,4545,銘鈺精密工業股份有限公司,銘鈺,電子零組件業,－,桃園市觀音工業區國瑞路2號,12738623,謝錦興,方光義,蕭佳伶,財務主管,謝秀蘭,(03)438-9966,90/01/18,105/01/06,新台幣 10.0000元,770000000,77000000,0,0,合併,每年,股東會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,陳振乾,黃泳華,MAP,"No.2, Guorui Rd.,Guanyin Dist.,Taoyuan City 328, Taiwan R.O.C.",(03)438-9726,Investor@mapi.com.tw,www.mapi.com.tw,蕭佳伶,財務主管,(03)438-9966,Investor@mapi.com.tw,www.mapi.com.tw
68,4912,聯德控股股份有限公司,聯德控股-KY,電子零組件業,KY 開曼群島,新北市樹林區味王街1號E032棟,26595630,徐啟峰,余 火甘 木發,徐文谷,董事長秘書,徐啟峰,02-8684-1618,98/09/29,104/05/21,新台幣 10.0000元,625207750,62520775,0,0,合併,每季,董事會,中國信託商業銀行代理部,02-6636-5566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,池瑞全,李麗凰,Lemtech-KY,"Building E032, No.1, Weiwang St., Shulin DistrictNew Taipei City, Taiwan (R.O.C.)",02-8686-0737,contact@lemtech.com,http://www.lemtech.com,徐文谷,董事長秘書,02-8684-1618分機188,wenku.hsu@lemtech.com,http://www.lemtech.com/investor-relations-category/stakeholder-engagement
69,4915,致伸科技股份有限公司,致伸,電子零組件業,－,台北市內湖區瑞光路669號,28006928,梁立省,梁立省,蕭英怡,財務長,曾雅蘭,(02)2798-9008,95/03/20,101/10/05,新台幣 10.0000元,4552633240,455263324,0,0,合併,每年,股東會,永豐金證券股份有限公司,(02)2381-6288,台北市中正區博愛路17 號3樓,安侯建業聯合會計師事務所,吳美萍,于紀隆,Primax,"No.669, Ruey Kung Road, NeihuTaipei, Taiwan, R.O.C.",(02)8798-7675,IR@primax.com.tw,www.primax.com.tw,蕭英怡,財務長,(02)2798-9008,YY.Hsiao@primax.com.tw,http;//www.primax.com.tw/investor.htm
70,4927,泰鼎國際股份有限公司,泰鼎-KY,電子零組件業,KY 開曼群島,台北市松山區敦化北路205號5樓,54384828,王樹木,周瑞祥,吳森田,策略長,許守華、王韻茹,(02)27170032,98/10/28,104/09/08,新台幣 10.0000元,1899379880,189937988,0,0,合併,每年,股東會,中國信託商業銀行股份有限公司,02-6636-5566,台北市重慶南路一段八十三號五樓,安侯建業聯合會計師事務所,趙敏如,關春修,Apex,"5F., No.205, Dunhua N. Rd., Songshan Dist., Taipei City 10595, Taiwan (R.O.C.)Taipei,Taiwan,R.O.C.",(02)27170703,SERVICE@apex-intl.com.tw,http://www.apex-intl.com.tw,吳森田,策略長,02-27170032,samwu@apex-intl.com.tw,http://www.apex-intl.com.tw/stakeholders-2.php
71,4943,開曼康而富控股股份有限公司,康控-KY,電子零組件業,KY 開曼群島,23674新北市土城區承天路35號2樓,26320984,呂朝勝,李國基,黃翹生,財務長,胡雅菁、戴暐倫,(02)22689558,98/09/01,105/11/11,新台幣 10.0000元,1571855820,157185582,13904747,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,陳憲正,梁益彰,CONCRAFT,"2F., No.35, Chengtian Rd., Tucheng Dist.,New Taipei City 236, Taiwan(R.O.C.)",(02)22689818,joe.huang@concraft.com.tw,www.concraft.com.tw,黃翹生,財務長,(02)22689558,joe.huang@concraft.com.tw,http://www.concraft.com.tw/traditional_chinese/about_us_stakeholder_engagement.html
72,4958,臻鼎科技控股股份有限公司,臻鼎-KY,電子零組件業,KY 開曼群島,桃園市大園區三石里三和路28巷6號,26392564,沈慶芳,李定轉,凌惇,資深經理,張晉騰,(03)383-5678,95/06/05,100/12/26,新台幣 10.0000元,9470491610,947049161,0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市忠孝西路一段6號6樓,資誠聯合會計師事務所,徐永堅,馮敏娟,ZDT,"P.O. Box 31119, Grand Pavilion Hibiscus Way, 802 West Bay Road, Grand Cayman,Cayman Islands",(03)383-0011,zdt-ir@zdtco.com,www.zdtco.com,凌惇,資深經理,(03)383-0101,zdt-ir@zdtco.com,www.zdtco.com
73,4989,李長榮科技股份有限公司,榮科,電子零組件業,－,台北市松山區八德路四段83號5樓,97173920,林誠偉,陳銘樹,陳銘樹,總經理,蔡孟修,2763-1611,86/01/16,107/06/28,新台幣 10.0000元,1377765000,137776500,0,0,合併,每季,股東會,中國信託商業銀行代理部,6636-5566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,林文欽,王儀雯,LCYT,"5F, No 83, Sec.4, Bade RoadTaipei, Taiwan",2748-6937,lcyt@lcygroup.com,http://www.lcyt.com.tw,陳銘樹,總經理,02-27631611,lcyt@lcygroup.com,http://www.lcyt.com.tw
74,4999,鑫禾科技股份有限公司,鑫禾,電子零組件業,－,(221)新北市汐止區康寧街169巷27-1號,13012009,蘇丁鴻,蘇丁鴻,黃銘鋒,總經理特別助理,陳貞蓉,(02)2692-6960,91/01/18,102/06/03,新台幣 10.0000元,744172000,74417200,0,0,合併,每年,董事會,兆豐證券股份有限公司股務代理部,(02)3393-0898,100台北市忠孝東路二段95號8樓,安侯建業聯合會計師事務所,簡思娟,顏幸福,Sinher,"No.27-1, Ln. 169, Kangning St., Xizhi Dist.New Taipei City, Taiwan (R.O.C.)",(02)2692-5399,sinher@sinher.com.tw,www.sinher.com.tw,黃銘鋒,總經理特別助理,(02)2692-6960,jonah.huang@sinher.com.tw,http://www.sinher.com.tw/tw/7?action=info
75,5469,瀚宇博德股份有限公司,瀚宇博,電子零組件業,－,桃園市觀音區樹林里工業四路9號,23225071,焦佑衡,姜振文,李坤堂,處長,黃建樺,(03)4838500,78/03/22,92/08/25,新台幣 10.0000元,5284413520,528441352,0,0,合併,每年,股東會,瀚宇博德股份有限公司股務辦事處,(02)27905885,台北市內湖區行善路398號8樓,勤業眾信聯合會計師事務所,邱明玉,林宜慧,HSB,"No. 9, Gongye 4th Road, Guanyin Dist., Taoyuan City 32853,Taiwan (R.O.C.)",(03)4838400,charlene.chen@hannstarboard.com,http://tw.hannstarboard.com/,陳芊妤,課長,(02)27232755#212591,charlene.chen@hannstarboard.com,http://tw.hannstarboard.com/investor_relations/
76,6108,競國實業股份有限公司,競國,電子零組件業,－,新北巿樹林區俊英街84巷6號,36084833,曹月霞,賴進財,蔡政宏,財務處長,彭錢塘,(02)2683-2626,70/12/08,97/12/30,新台幣 10.0000元,1598993110,159899311,0,0,合併,每年,股東會,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號5樓,安侯建業聯合會計師事務所,張純怡,關春修,APCB INC.,"No. 6, Lane 84, Chun-Ying St., Shu-Lin District,New Taipei City (23863), Taiwan",(02)2683-8440,em@apcb.com.tw,www.apcb.com.tw,蔡政宏,財務處長,(02)26832626-1300,em@apcb.com.tw,http://www.apcb.com.tw/LiHaiGuanXiRen.aspx?pid=12#jianbie
77,6115,鎰勝工業股份有限公司,鎰勝,電子零組件業,－,桃園市龜山區大華里頂湖路50號,22304288,黃子成,方義雄,高事榮,經理,丁文蓮,03-3282391,75/11/25,93/07/19,新台幣 10.0000元,1876621540,187662154,0,0,合併,每年,股東會,永豐金証券(股)公司股務代理部,02-23816288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,許新民,黃建澤,I-SHENG,"50, Tin Hwu Road. Ta Gann Village, Gwal San Hsian Tao Yuang Hsien, Taiwan, R.O.C.",03-3284228,finance@isheng.com.tw,www.isheng.com.tw,高事榮,經理,0332823921,dillen@isheng.com.tw,www.isheng.com.tw
