44,6434,達輝光電股份有限公司,達輝光電,光電業,－,新竹科學園區苗栗縣竹南鎮科北二路3號,28230046,施火灶,翁文德,施火灶,董事長,陳炯文,037-587-500,95/10/19,102/11/12,新台幣 10.0000元,4636020000,463602000,0,0,合併,每年,董事會,新光證券股份有限公司,02-2311-8787,台北市重慶南路一段66之1號11樓,勤業眾信聯合會計師事務所,陳文香,鄭淂蓁,TacBright,"No. 3, Kebei 2nd Rd. Jhunan TownshipMiaoli County, Taiwan",037-587-566,spig@tacbright.com,www.tacbright.com,－,－,－,－,https://mops.twse.com.tw/mops/web/index
45,6474,華豫寧股份有限公司,華豫寧,電子通路業,－,台中市北區進化北路238號4樓之8,84094369,連智民,黃炳順,蔡武安,協理,李昇達,04-24622560,81/12/23,107/02/01,新台幣 10.0000元,375747840,37574784,0,0,合併,每年,股東會,華南永昌綜合證券股份有限公司,02-27186425,台北市松山區民生東路四段五十四號四樓,勤業眾信聯合會計師事務所,蘇定堅,吳麗冬,WFE,"4F-8.NO.238.CHIN HUA N. RD.,N. DIST.TAICHUNG CITY , TAIWAN",04-24622285,ir@wfe.com.tw,http:// www.wfe.com.tw,－,－,－,－,無
46,6498,久禾光電股份有限公司,久禾光,光電業,－,臺中市西屯區工業區六路8號3樓,80579685,王世岳,鄭錫勳,鄭錫勳,總經理,程銀娜,04-2355-0816,92/11/03,104/01/27,新台幣 10.0000元,336215770,33621577,0,0,合併,每年,董事會,永豐金證券(股)公司,02-2381-6288,台北市中正區博愛路17 號3 樓,安侯建業聯合會計師事務所,郭冠纓,王怡文,PTIC,"No.8, Gongyequ 6th RdTaichung City 40755, Taiwan (R.O.C.)",04-2355-0806,nina_cheng@ptic.co,www.ptic.com.tw,－,－,－,－,www.ptic.com.tw
47,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,興櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
48,6517,保勝光學股份有限公司,保勝光學,光電業,－,台中市潭子區建國路14號,55174031,方幼玲,葉霖松,黃雅蓉,財會主管,伍怡嘉,04-25320168,59/07/30,110/11/12,新台幣 10.0000元,279640530,27964053,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,0225863117,10601台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,謝明忠,呂宜真,BASO,"14,Chien-Kuo Road,Taichung Export Processing ZoneTantzu,Taichung,Taiwan",04-25332501,Investor@baso.com.tw,http://www.baso.com.tw,－,－,－,－,http://www.baso.com.tw/cht/investor1.aspx
49,6536,碩豐數位科技股份有限公司,碩豐,資訊服務業,－,新北市汐止區新台五路一段75號11樓,24231494,徐明哲,徐明哲,徐明哲,董事長,吳瑞華,(02)2698-2786,97/09/09,104/06/18,新台幣 10.0000元,263240000,26324000,0,0,合併,每年,董事會,兆豐證券(股)公司股務代理部,(02)3393-0898,台北市忠孝東路2段95號1樓,資誠聯合會計師事務所,徐明釧,邱昭賢,TIGA,"11F, No.75, Sec. 1 Hsin Tai Wu Rd., Xizhi Dist.,New Taipei City, Taiwan R. O. C.",(02)2698-8132,sonia.yeh@tigagaming.com,http://www.tigagaming.com/,－,－,－,－,http://www.tigagaming.com/portal_f1.php
50,6545,擎力科技股份有限公司,擎力,半導體業,－,臺北市南港區園區街3-1號G棟7樓之二,80661122,譚永禾,譚永禾,譚永禾,董事長兼總經理,范姜素美,02-2655-8178,93/01/06,104/08/03,新台幣 10.0000元,220350000,22035000,0,0,個別,每年,股東會,統一綜合證券股份有限公司,02-27478266,台北市松山區東興路8號地下1樓,勤業眾信聯合會計師事務所,呂宜真,劉書琳,SYNC POWER,"7F-2 , No.3-1, Park street, Nankang District.Taipei, Taiwan",02-2655-8468,dshareholder@syncpower.com,http：//www.syncpower.com/,－,－,－,－,http：//www.syncpower.com/
51,6546,正基科技股份有限公司,正基,通信網路業,－,新竹縣湖口鄉新竹工業區中華路15-1號,12673109,陳明哲,游俊賢,游俊賢,總經理,蕭銘毅,03-6009666,89/12/14,109/11/09,新台幣 10.0000元,602329370,60232937,0,0,合併,每年,股東會,元富證券股務代理部,02-27686668,台北市松山區光復北路11巷35號B1,勤業眾信聯合會計師事務所,楊清鎮,龔則立,AMPAK,"NO.15-1 ZHONGHUA ROAD,HSINCHU INDUSTRIAL PARK,HUKOU,HSINCHU,TAIWANHsinchu County 303035, Taiwan (R.O.C.)",03-6003535,Investor@ampak.com.tw,http://www.ampak.com.tw,－,－,－,－,http://www.ampak.com.tw
52,6555,榮炭科技股份有限公司,榮炭,電子零組件業,－,新北市汐止區大同路一段237號6樓,24489613,簡宜彬,黃文瑞,黃文瑞,總經理,羅苡珊,02-26903311,98/12/21,105/01/25,新台幣 10.0000元,1203000000,120300000,75000000,0,合併,每年,股東會,宏遠證券股份有限公司股務代理部,02-23268818,臺北市大安區信義路四段236號3樓,安侯建業聯合會計師事務所,郭欣頤,許育峰,LT,"6F., No.237, Sec. 1, Datong Rd.Xizhi Dist., New Taipei City, Taiwan",02-26903322,lt88@lttech.com.tw,www.lttech.com.tw,－,－,－,－,www.lttech.com.tw
53,6559,研晶光電股份有限公司,研晶,光電業,－,新北市土城區永豐路173之8號2樓,27797183,魏志宏,魏志宏,魏志宏,總經理,黃美雲,02-82628886,94/05/24,104/12/15,新台幣 10.0000元,231886470,23188647,0,0,合併,每年,股東會,日盛證券股份有限公司股務代理部,02-2541-9977,台北市南京東路二段85號7樓,安侯建業聯合會計師事務所,吳美萍,傅泓文,HPL,"2F, No.173-8, Yung-Fong Road,Tu Cheng DistNew Taipei City 236, Taiwan, ROC",02-82628885,hplir@hplighting.com.tw,www.hplighting.com.tw,－,－,－,－,建置中
54,6565,物聯智慧股份有限公司,物聯,資訊服務業,－,台北市南港區興中路12巷21號5樓,29045478,郭啟銘,郭啟銘,郭啟銘,董事長兼總經理,吳少喬,(02)2653-5111,97/07/17,106/01/18,新台幣 10.0000元,260178700,26017870,0,0,合併,每年,股東會,元大證券股份有限公司,(02)2586-5859,台北市承德路三段210號B1,安侯建業聯合會計師事務所,陳蓓琪,于紀隆,TUTK,"9F, No.364,Sec.1, Nangang Rd., Nangang Dist.Taiwan Taipei",(02)2653-5112,IR@tutk.com,http://www.throughtek.com.tw,－,－,－,－,http://www.throughtek.com.tw
55,6584,南俊國際股份有限公司,南俊國際,電子零組件業,－,桃園市桃園區大智路2號,36268804,李金蘭,吳仁山,任忠仁,總經理特助,陳旭瑩,03-3642777,73/06/19,105/08/01,新台幣 10.0000元,524940000,52494000,0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,02-2389-2999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,楊樹芝,于紀隆,NAN JUEN,"No. 2, Dazhi Rd., Taoyuan Dist.,Taoyuan City 330, Taiwan (R.O.C.)",03-3762777,vincent.jen@repon.com.tw,http://www.repon.com.tw/,－,－,－,－,http://www.repon.com.tw/
56,6597,立誠光電股份有限公司,立誠,電子零組件業,－,桃園市蘆竹區南山路二段303號2樓,53125710,周萬順,李忠義,李寶南,協理,戴秀莉,03-324-5050,100/01/14,107/01/04,新台幣 10.0000元,213422500,21342250,0,0,個別,每年,董事會,日盛證券股份有限公司,02-2541-9977,台北市南京東路二段85號7樓,資誠聯合會計師事務所,阮呂曼玉,徐永堅,ECOCERA,"2F., No. 303, Sec. 2, Nanshan Rd., Luzhu Dist.,Taoyuan City , Taiwan, R.O.C.",03-324-7981,webmaster@ecocera.com.tw,www.ecocera.com.tw,－,－,－,－,www.ecocera.com.tw
57,6599,普達系統股份有限公司,普達系統,電腦及週邊設備業,－,臺北市內湖區行愛路77巷59號5樓,29069127,胡木鎮,胡木鎮,譚家誠,業務行銷處副總經理,吳岱珊,(02)77214688,98/06/15,106/12/25,新台幣 10.0000元,210000000,21000000,0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,(02)23892999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,施威銘,張惠貞,Poindus,"5F., No. 59, Lane 77, Xingai Rd., Neihu Dist.,Taipei, Taiwan, R.O.C.",(02)77212289,ir@poindus.com,http://www.poindus.com,－,－,－,－,http://www.poindus.com
58,6638,沅聖科技股份有限公司,沅聖,電腦及週邊設備業,－,新北市中和區建一路166號16樓,80456781,朱復銓,杜東勝,杜東勝,總經理,江百洲,02-2223-6556,92/08/06,106/06/28,新台幣 10.0000元,300000000,30000000,0,0,合併,每年,股東會,福邦證券股份有限公司,02-2383-6888,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,莊文源,劉水恩,Goldtek,"16F., No.166, Jian 1st Rd., Zhonghe DistNew Taipei City 235, Taiwan (R.O.C.)",02-2223-7929,Stockaffairs@goldtek.com,http://www.goldtek.com/,－,－,－,－,http://www.goldtek.com/
59,6648,斯其大科技股份有限公司,斯其大,其他電子業,－,台北市信義區基隆路2段51號6樓之5,16790212,吳端煇,吳端煇,鮑筱芳,協理,曾峙豪,02-77181928,88/03/04,106/09/04,新台幣 10.0000元,314805000,31480500,0,0,合併,每半會計年度,董事會,亞東證券股份有限公司股務代理部,02-77531699,新北市板橋區新站路16號13樓,資誠聯合會計師事務所,馮敏娟,徐聖忠,DAS,"6F-5, 51, Sec 2, Keelung Road,Taipei, Taiwan, R.O.C.",02-77181926,meredith@das.com.tw,http://www.das.com.tw,－,－,－,－,http://www.das.com.tw
60,6658,聯策科技股份有限公司,聯策,其他電子業,－,桃園市桃園區龍壽街81巷10號,13079649,林文彬,陳文生,陳識翔,副總經理,林鈺婷,03-3690966,91/04/29,110/11/05,新台幣 10.0000元,300280000,30028000,0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,02-23711658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,陳俊宏,陳培德,SynPower,"No.10, Lane.81, Longshou St.,Taoyuan Dist., Taoyuan City 330, Taiwan",03-3690978,spokesman@synpower.com.tw,http://www.synpower.com.tw,－,－,－,－,http://www.synpower.com.tw
61,6673,和詮科技股份有限公司,和詮,光電業,－,高雄市前鎮區新生路248-20號1樓,70849491,陳明立,莊育祿,宋信賢,財務部協理,陳美賢,07-8156666,96/08/31,107/03/07,新台幣 10.0000元,263516000,26351600,0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下1樓,勤業眾信聯合會計師事務所,陳珍麗,吳秋燕,IFTC,"1F, No.248-20, Sinsheng Rd ., Cianjhen DistrictKaohsiung City, Taiwan, R.O.C.",07-8112222,davidsung@iftc.com.tw,www.iftc.com.tw,－,－,－,－,無
62,6682,碩鑽材料股份有限公司,碩鑽材料,光電業,－,新竹縣湖口鄉工業一路3號1樓,24804181,黃文瑞,劉祥益,黃文瑞,董事長,劉祥益,03-5985188,104/12/23,107/05/11,新台幣 10.0000元,1143870000,114387000,0,0,合併,每年,股東會,兆豐證券股份有限公司,(02)33930898,台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,鍾鳴遠,黃裕峰,GDMC,"3,Kung Yeh 1st Rd.,Hsin Chu Industrial ParkHsin Chu, Taiwan",03-5985097,IR@gigadiamond.com.tw,http://www.gigadiamond.com.tw,－,－,－,－,尚未設置
63,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,興櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
64,6689,伊雲谷數位科技股份有限公司,伊雲谷,其他電子業,－,新北市三重區三和路四段111之32號7樓,54359763,林啟雄,蔡佳宏,林儀,雲端事業單位總經理,李貞蓉,(02)2280-1777,102/09/13,107/07/17,新台幣 10.0000元,600000000,60000000,0,0,合併,每年,股東會,凱基證券股份有限公司,(02)2389-2999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,林琬琬,郭柔蘭,ECV,"7F., No. 111-32, Sec. 4, Sanhe Rd., Sanchong Dist.,New Taipei City 241, Taiwan",(02)8283-9019,spokesperson@ecloudvalley.com,http://www.ecloudvalley.com,－,－,－,－,http://www.ecloudvalley.com
65,6692,進金生能源服務股份有限公司,進能服,光電業,－,臺北市內湖區新湖二路257號6樓,24758118,黃舉昇,厲國欽,厲國欽,總經理,林明桂,02-87912886,103/10/16,107/09/21,新台幣 10.0000元,376430000,37643000,0,0,合併,每年,股東會,統一證券股務代理部,02-27478266,台北市松山區東興路8號B1樓,資誠聯合會計師事務所,邱昭賢,徐明釧,AES,"6F., No.257, Xinhu 2nd Rd., Neihu Dist.Taipei City 114, Taiwan (R.O.C.)",02-87911236,mikeylin@acmepointes.com,http://www.AcmepointES.com,－,－,－,－,http://www.AcmepointES.com
66,6693,廣閎科技股份有限公司,廣閎科,半導體業,－,新竹縣竹北市台元二街8號8樓之3,28870892,林明璋,林明璋,陳森福,總經理室特別助理,潘嘉君,03-5525766,96/11/01,107/12/26,新台幣 10.0000元,406400000,40640000,0,0,合併,每年,股東會,元大證券股份有限公司股務代理部,02-25865859,台北市大同區承德路三段210 號B1,安侯建業聯合會計師事務所,唐嘉鍵,蘇彥達,inergy,"8F.-3, No.8, Taiyuan 2nd St., hubei CityHsinchu County 302, Taiwan(R.O.C)",03-5525788,IR@inergy.com.tw,http://www.inergy.com.tw/,－,－,－,－,http://www.inergy.com.tw/
67,6695,芯鼎科技股份有限公司,芯鼎,半導體業,－,新竹科學工業園區新竹縣創新一路19-1號,28112890,詹文雄,許英偉,李長龍,策略規劃總監,張光佑,03-5641600,98/12/23,107/12/28,新台幣 10.0000元,844775000,84477500,10000000,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,(02)2383-6888,台北市忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,林政治,蔡美貞,iCatchtek,"19-1, Innovation 1st Road,Hsinchu Science Park, Hsinchu ,Taiwan",03-5670528,IR@icatchtek.com,http://www.icatchtek.com/,－,－,－,－,http://www.icatchtek.com/
68,6699,奇邑科技股份有限公司,奇邑,半導體業,－,新竹市東區慈雲路118號27樓之五,79959602,李欣欣,李欣欣,李欣欣,董事長,涂立箴,(03)658-5198,91/05/14,108/10/14,新台幣 10.0000元,277078420,27707842,0,0,合併,每年,股東會,元大證券股務代理部,(02)2586-5859,台北市大同區承德路三段210號地下一樓,安侯建業聯合會計師事務所,張惠貞,唐慈杰,Kiwi,"27F.-5, No. 118, Ciyun Rd., East Dist.,Hsinchu City 300, Taiwan (R.O.C.)",(03)658-7158,ir@kiwi-tec.com,http://www.kiwi-tec.com,－,－,－,－,http://www.kiwi-tec.com
69,6708,天擎積體電路股份有限公司,天擎,半導體業,－,新竹科學園區新竹市力行一路1號3樓C5室,12748729,呂惠平,呂惠平,何宗明,副總經理,林玫珍,035775799,90/02/15,109/01/09,新台幣 10.0000元,255957790,25595779,0,0,合併,每年,董事會,凱基證券股份有限公司,02-23892999,台北市中正區重慶南路1段2號5樓,勤業眾信聯合會計師事務所,陳明煇,林政治,MARS,"3FC5,No.1 Li-Shin RD. 1,Science ParkHsinchu, Taiwan, R.O.C.",035631501,service@mars-semi.com.tw,www.mars-semi.com.tw,－,－,－,－,www.mars-semi.com.tw
70,6717,智慧光科技股份有限公司,智慧光,其他電子業,－,基隆市七堵區工建路2-1號,80258993,林李忠,謝依達,謝依達,總經理,彭鴻欽,02-2452-5100,91/07/25,107/12/05,新台幣 10.0000元,249365620,24936562,0,0,個別,每年,股東會,元富證券股份有限公司,02-2768-6668,台北市松山區光復北路11巷35號B1,資誠聯合會計師事務所,周筱姿,賴宗羲,SDT,"No.2-1, Gongjian Rd., Qidu Dist.Keelung City 206, Taiwan R.O.C.",02-2452-5120,smartdisplayer@smartdisplayer.com.tw,www.smartdisplayer.com.tw,－,－,－,－,無
71,6720,久昌科技股份有限公司,久昌,半導體業,－,新竹科學園區新竹市東區篤行路6-1號2樓,53502805,葉錦祥,葉錦祥,葉錦祥,董事長兼總經理,周詩淳,(03)5752568,100/08/02,108/05/10,新台幣 10.0000元,199056000,19905600,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)25635711,台北市中正區重慶南路一段83號五樓,安侯建業聯合會計師事務所,莊鈞維,于紀隆,MP,"2F., NO. 6-1, Dusing Rd., East Dist., Hsinchu Science Park,Hsinchu City, Taiwan (R.O.C.)",(03)5752528,ir@major-power.com.tw,www.major-power.com.tw,－,－,－,－,www.major-power.com.tw
72,6724,創王光電股份有限公司,創王,光電業,－,新竹縣竹北市嘉豐六路一段2號,43941967,朱克泰,黃立民,黃立民,總經理,林宏遠,03-5506609,105/06/30,107/12/28,新台幣 10.0000元,461900000,46190000,3590000,0,合併,每年,股東會,福邦證券股份有限公司,02-23836888,台北市中正區忠孝西路一段6號5-7樓,資誠聯合會計師事務所,徐明釧,王照明,INT,"No. 2, Sec. 1, Jiafeng 6th Rd., Zhubei CityHsinchu County , Taiwan(R.O.C)",03-5506607,INT.NBD@int-tech.com.tw,www.int-tech.com.tw,－,－,－,－,www.int-tech.com.tw
73,6729,機光科技股份有限公司,機光科技,光電業,－,新北市汐止區新台五路一段99號31樓之5,12846708,顏豐文,顏豐文,邱照喻,總經理室副總,郭嚴今,03-666-3188,90/08/02,108/07/04,新台幣 10.0000元,251612780,25161278,0,0,個別,每年,股東會,第一金證券(股)公司股務代理部,02-2563-5711,台北市大安區安和路一段27號六樓,安侯建業聯合會計師事務所,黃海寧,呂倩慧,Lumtec,"31F.-5, No.99, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City, Taiwan, R.O.C.",03-666-9288,,www.lumtec.com.tw,－,－,－,－,
74,6735,美達科技股份有限公司,美達科技,其他電子業,－,新北市中和區連城路268號15樓,13115906,陳林杰,陳林杰,王羿人,業務經理,吳文玉,02-82273822,91/05/10,108/10/18,新台幣 10.0000元,352000000,35200000,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-2702-3999,台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,蕭春鴛,王方瑜,AMIDA,"15F., No. 268, Liancheng Rd., Zhonghe DistrictNew Taipei City, Taiwan ROC.",02-82273818,stock@amidatec.com,http://www.amidatec.com/,－,－,－,－,http://www.amidatec.com/
75,6737,秀育企業股份有限公司,秀育,電腦及週邊設備業,－,新北市汐止區新台五路一段97號18樓,59244777,梁徽彬,吳川仕,吳川仕,總經理,林浩宇,02-2697-2311,67/12/23,108/12/30,新台幣 10.0000元,600504000,60050400,0,0,合併,每半會計年度,董事會,永豐金證券(股)公司股務代理部,02-2381-6288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,姚勝雄,林淑如,SOLID YEAR,"18F, No.97, Sec. 1, Xintai 5th Rd.,Xinzhi Dist.New Taipei City 22175, Taiwan",02-2697-2339,無,http://www.solidyear.com.tw/index.html,－,－,－,－,http://www.solidyear.com.tw/index.html
76,6738,鼎恒數位科技股份有限公司,鼎恒,資訊服務業,－,新竹縣竹北市復興二路195號,54510058,簡士評,簡士評,簡士評,總經理,張毓菁,03-6109696,102/07/26,108/08/23,新台幣 10.0000元,228760000,22476000,1800000,400000,合併,每年,股東會,富邦綜合證券股份有限公司,02-23611300,台北市中正區許昌街17號2樓,勤業眾信聯合會計師事務所,蔡美貞,林政治,MAYO,"No. 195, Fuxing 2nd RoadZhubei City, Hsinchu County 302, Taiwan",03-6683818,ir@mayohr.com,www.mayohr.com,－,－,－,－,www.mayohr.com
77,6739,竹陞科技股份有限公司,竹陞科技,其他電子業,－,新竹縣竹北市保泰六路1號1樓,56712683,方泰又,方泰又,劉冠君,副總經理,暫缺,(03)5541777,106/07/25,110/05/06,新台幣 10.0000元,180000000,18000000,0,0,合併,每年,股東會,群益金鼎證券(股)公司股務代理部,(02)2702-3999,台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,鄭雅慧,李典易,GUTC,"No.1, Baotai 6th Rd.Zhubei City, Hsinchu County, Taiwan",(03)5540598,ir@gutc.com.tw,https://www.gutc.com.tw,－,－,－,－,https://www.gutc.com.tw
78,6742,澤米科技股份有限公司,澤米,光電業,－,苗栗縣竹南鎮和興路３３０號,80137437,全珩投資股份有限公司代表人：何昆年,何昆年,何昆年,董事長兼總經理,蕭森崇,(037)586-396,92/02/14,110/11/08,新台幣 10.0000元,573282050,57328205,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,戴信維,郭俐雯,Vti,"NO.330, HEXING RD., ZHUNAN TOWNSHIP,MIAOLI COUNTY 35048, TAIWAN (R.O.C.)",(037)586-400,invest@vactronics.com.tw,www.vactronics.com.tw,－,－,－,－,www.vactronics.com.tw
79,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,興櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
80,6750,泰創工程股份有限公司,泰創工程,其他電子業,－,新北市中和區建康路158號10樓,84417537,陳萬富,陳萬富,陳陽明,副總經理,盧恒淑,02-7731-5788,82/06/30,108/11/11,新台幣 10.0000元,332070000,33207000,0,0,合併,每年,股東會,日盛證券股份有限公司,02-2541-9977,台北市南京東路二段85號7樓,勤業眾信聯合會計師事務所,薛峻泯,張瑞娜,TTE,"10F,NO.158,Jiankang Rd.,Zhonghe Dist.,New Taipei City 235,Taiwan",02-7731-7788,tte@tech-top-eng.com,http://www.tech-top-eng.com,－,－,－,－,http://www.tech-top-eng.com
81,6755,連鋐科技股份有限公司,連鋐科技,電子零組件業,－,桃園市龜山區萬壽路一段492之1號5樓之2,28031594,陳嘉輝,陳嘉輝,陳嘉輝,董事長暨總經理,林憲良,02-8200-5506,94/11/15,108/12/05,新台幣 10.0000元,34581214,34581214,0,0,合併,每年,董事會,日盛證券股份有限公司,02-2562-6288,台北市中山區南京東路二段85號7樓,資誠聯合會計師事務所,李燕娜,吳偉豪,LH,"No. 492, Sec. 1, Wanshou Rd., Guishan Dist., Taoyuan City 333, Taiwan (R.O.C.)Taoyuan City, Taiwan (R.O.C)",02-8200-5510,investinfo@lianhong.com.tw,http://www.lianhong.com.tw,－,－,－,－,http://www.lianhong.com.tw
82,6775,穎台科技股份有限公司,穎台科技,光電業,－,桃園市平鎮區工業五路12號,42821900,王志鴻,林俊役,黃子庭,總經理室特助,馮天俊,03-2623311,104/11/12,109/05/29,新台幣 10.0000元,790000000,79000000,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,安永聯合會計師事務所,鄭清標,洪茂益,ENTIRE TECH,"No. 12, Gongye 5th Rd., Pingzhen Dist.,Taoyuan City 324, Taiwan (R.O.C.)",03-2616255,ir@entire.com.tw,http://www.entire.com.tw,－,－,－,－,http://www.entire.com.tw
83,6784,天凱科技股份有限公司,天凱科技,通信網路業,－,新竹縣竹北市自強南路8號21樓之2,28104929,劉明湘,劉明湘,黃啟東,財會經理,許均稜,03-5502626,95/03/03,109/11/18,新台幣 10.0000元,184460000,18446000,0,0,合併,每年,董事會,華南永昌綜合證券股份有限公司,02-27186425,台北市民生東路四段54號4樓,立本台灣聯合會計師事務所,王慕凡,陶鴻文,TSKY,"21F.-2.NO8,Ziqiang S,RD.,ZhubeiHsinchu County,Hsinchu County",03-5500720,ir@tsky.com.tw,www.tsky.com.tw,－,－,－,－,ir@tsky.com.tw
84,6786,芯測科技股份有限公司,芯測,半導體業,－,新竹縣竹北市台元一街6號7樓之5,25089282,陳冠豪,賴俊澤,賴俊澤,總經理,謝太平,(03)560-1667,98/12/16,109/08/19,新台幣 10.0000元,224169800,22416980,0,0,個別,每年,股東會,宏遠證券股份有限公司,(02)7719-8899,台北市信義路四段236號3樓,安侯建業聯合會計師事務所,黃海寧,鄭安志,iSTART,"7F.-5,No.6,Taiyuan 1st St.,Zhubei CityHsinchu County 302082,Taiwan(R.O.C)",(03)560-1665,ir@istart-tek.com,http://www.istart-tek.com/,－,－,－,－,無
85,6787,晶瑞光電股份有限公司,晶瑞光,光電業,－,新竹縣竹東鎮大明路256號,16858612,鄒政興,鄒政興,賴俊文,副總經理,楊佑吉,03-5958589,88/02/11,110/04/16,新台幣 10.0000元,578870000,57887000,0,0,合併,每年,股東會,統一綜合證券(股)股務代理部,02-27478266,台北市松山區東興路8號B1,國富浩華聯合會計師事務所,林金鳳,張亞荃,KINGRAYTECH,"No. 256, Daming Rd.,Zhudong Township, Hsinchu County, Taiwan",03-5958880,kingray@kingraytech.com,http://www.kingraytech.com/,－,－,－,－,http://www.kingraytech.com/
86,6789,采鈺科技股份有限公司,采鈺,半導體業,－,新竹科學園區新竹市篤行一路12號,80601119,關欣,辛水泉,蔡銘輝,副總經理,葉莉鈴,03-6668788,92/12/01,110/04/06,新台幣 10.0000元,2932771190,293277119,0,0,個別,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,林尚志,鍾鳴遠,VisEra,"No. 12, Duxing 1st Rd., East Dist., Hsinchu Science Park,Hsinchu City 300, Taiwan (R.O.C.)",03-6662858,invest@viseratech.com,http://www.viseratech.com,－,－,－,－,http://www.viseratech.com
87,6791,虎門科技股份有限公司,虎門科技,資訊服務業,－,新北市板橋區縣民大道二段68號11樓,30921876,林麗俐,楊涪嵐,楊涪嵐,總經理,聶瑋玲,(02)2956-7575,69/07/31,110/05/10,新台幣 10.0000元,183870000,18387000,0,0,個別,每年,股東會,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市中正區許昌街17號2樓,安侯建業聯合會計師事務所,陳眉芳,李逢暉,TADC,"11F., No. 68, Sec. 2, Xianmin Blvd., Banqiao DistNew Taipei City 220, Taiwan (R.O.C.)",(02)2956-5180,ir@cadmen.com,https://www.cadmen.com/,－,－,－,－,https://www.cadmen.com/
88,6799,來頡科技股份有限公司,來頡,半導體業,－,台北市內湖區瑞湖街178巷19號2樓,53089904,陳燦榮,孟達,孟達,總經理,吳曉玫,0226560961,99/09/07,109/11/27,新台幣 10.0000元,367291330,36729133,0,0,合併,每年,董事會,元大證券股份有限公司,0225863117,10366台北市大同區承德路三段210號B1,勤業眾信聯合會計師事務所,簡明彥,邱政俊,M3TEK,"2F, NO.19, Lane 178, Ruihu StreetTaipei, Taiwan, R.O.C.",0226560963,ir@m3tekic.com,www.m3tekic.com,－,－,－,－,www.m3tekic.com
