,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
39,8422,可寧衛股份有限公司,可寧衛,其他,－,高雄市岡山區中山南路308號1樓,16908140,楊慶祥,楊永發,陳聰田,財務長,洪秉承,07-6228422,88/05/04,100/10/05,新台幣 10.0000元,1088880000,108888000,0,0,合併,每年,董事會,台新綜合證券(股)公司股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,施錦川,邱鏞銘,Cleanaway,"1F., No.308, Zhongshan S. Rd., Gangshan Dist.,Kaohsiung City 820, Taiwan (R.O.C.)",07-6235977,8422@cleanaway.tw,http://www.cleanaway.tw,洪秉承,財務部經理,0905268422,hong.roy@cleanaway.tw,https://www.cleanaway.tw/investor-stakeholder.html
40,8427,基勝（開曼）控股股份有限公司,基勝-KY,其他,KY 開曼群島,新北市新店區民權路95號16樓,53013905,劉宗信,劉怡孝,曾獻正,總經理特別助理,林祐如,02-2219-2640,99/09/08,100/12/06,新台幣 10.0000元,1042610000,104261000,0,0,合併,每年,董事會,兆豐證券股份有限公司股務代理部,02-3393-0898,台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,呂宜真,林宜慧,KEYSHEEN,"16F., No.95, Minquan Road.Xindian Dist., New Taipei City, R. O. C.",02-2219-8463,investor@keysheen.com,www.keysheen.com,曾獻正,總經理特別助理,02-2219-2640,edward@keysheen.com,http://www.keysheen.com/relation.html
41,8442,威宏控股股份有限公司,威宏-KY,其他,KY 開曼群島,"P. O. Box 31119 Grand Pavilion, Hibiscus Way, 802 West Bay R",50684485,洪永裕,許新居,許新居,總經理,王棠楷,(02)2298-2927,98/11/27,105/11/08,新台幣 10.0000元,599996820,59999682,0,0,合併,每年,董事會,永豐金證券股份有限公司,(02)2381-6288,台北市中正區博愛路17號3樓,安侯建業聯合會計師事務所,李(禾方)儀,謝秋華,WW,"P. O. Box 31119 Grand Pavilion, Hibiscus Way, 802 West Bay RoadGrand Cayman, KY1 - 1205 Cayman Islands",(02)2298-3159,IR@ww-holding.com.tw,http://www.ww-holding.com.tw/,王棠楷,財會協理,(02)2298-2927,alexwang@ww-holding.com.tw,http://www.ww-holding.com.tw/
42,8463,潤泰精密材料股份有限公司,潤泰材,其他,－,台北市八德路2段308號10F,86871981,莫惟瀚,陳學賢,陳學賢,總經理,李耀欽,81619989,81/09/23,104/07/13,新台幣 10.0000元,1500000000,150000000,0,0,合併,每年,股東會,元大證券股份有限公司,25865859,台北市承德路三段210號地下一樓,資誠聯合會計師事務所,黃金連,張淑瓊,RTM,"10/F,No.308,Sec.2,Bade RoadTaipei , Taiwan , R.O.C.",81617968,cmc@mail.ruentex.com.tw,http://www.rtm.com.tw,李耀欽,副總經理,81619989,Rt016180@mail.ruentex.com.tw,http://www.rtm.com.tw/chinese/ir/overview.php
43,8464,億豐綜合工業股份有限公司,億豐,其他,－,臺中市西屯區市政北七路98號23樓之1,28696894,粘耿豪,粘耿豪,祝宗偉,財務長,廖偉志,(04)3600-0999,96/07/26,104/12/22,新台幣 10.0000元,2930202000,293020200,0,0,合併,每年,股東會,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市中正區許昌街17號2樓,安永聯合會計師事務所,黃子評,陳明宏,Nien Made,"23F.-1, No. 98, Shizheng N. 7th Rd., Xitun Dist.,Taichung City 407, Taiwan (R.O.C.)",(04)2472-7762,inquiry.nm@nienmade.com.tw,http://www.nienmade.com.tw/,廖偉志,特助,(04)3600-0999,david.liao@nienmade.com.tw,http://www.nienmade.com.tw/
44,8466,美吉吉國際股份有限公司,美吉吉-KY,其他,KY 開曼群島,"The Grand Pavilion Commercial Centre, Oleander Way, 802 West",50640945,陳本源,陳本源,留澆錄,董事長特助,陳同力,0222684666,99/10/08,105/11/01,新台幣 10.0000元,660590000,66059000,0,0,合併,每年,董事會,中國信託商業銀行股份有限公司,0266365566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,陳招美,陳薔旬,M.J.,"No.126 Danuan Rd., Tucheng Dist.New Taipei City 23676, Taiwan",0222684115,IR@mjig.com,www.mjig.com,留澆錄,董事長特助,0222684666,IR@mjig.com,www.mjig.com
45,8467,波力環球企業股份有限公司,波力-KY,其他,KY 開曼群島,"PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Isl",47442040,洪芳蘭,洪進山,戴珮君,財會處處長,鄧育青,(04)2537-6022,102/07/10,104/12/15,新台幣 10.0000元,495340000,49534000,0,0,合併,每季,股東會,永豐金證券股份有限公司,(02)2381-6288,台北市博愛路17號3樓,安永聯合會計師事務所,涂清淵,陳明宏,BONNY,"No.15, Ln. 64, Minsheng St., Tanzi DistTaichung City 427, Taiwan",(04)2536-5842,bonnyir@bonnysports.com,http://bonnyworldwide.com/,戴珮君,財會處處長,(04)2537-6022,bonnyir@bonnysports.com,http://bonnyworldwide.com/
46,8473,山林水環境工程股份有限公司,山林水,其他,－,台北市吉林路99號3樓,27329077,郭淑珍,吳人傑,吳人傑,總經理,楊欣紋,02-2100-2195,93/06/10,105/09/08,新台幣 10.0000元,1442491580,144249158,0,0,合併,每年,股東會,兆豐證券股份有限公司股務代理部,02-3393-0898,台北市忠孝東路二段95號1樓,安侯建業聯合會計師事務所,池世欽,陳宗哲,FOREST WATER,"3F, No99, Jilin Rd., Zhongshan Dist.,Taipei City, Taiwan(R.O.C)",02-2100-2196,carly@mfw.com.tw,www.mfw.com.tw,黃婉婷,主辦,02-2100-2195 #5120,serina@mfw.com.tw,http://www.mfw.com.tw/responsibility.html
47,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
48,8478,東哥企業股份有限公司,東哥遊艇,其他,－,高雄市前鎮區金福路1號,85798816,闕慶承,曾雄威,曾雄威,總經理,呂宜澄,07-8314126,67/01/23,106/12/11,新台幣 10.0000元,888862760,88886276,0,0,合併,每年,股東會,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,郭麗園,許瑞軒,OceanAlexander,"No.1, Jin-Fu Rd., Qian-Zhen Dist.806 Kaohsiung City, Taiwan, R.O.C.",07-8219495,investor@oceanalexander.com,https://oceanalexander.com/zh-hans/,呂宜澄,經理,07-8314126,investor@oceanalexander.com,http://oceanalexander.com.tw/DynamicContent.aspx?id=3628A177109A998A
49,8480,泰昇國際(控股)有限公司,泰昇-KY,其他,KY 開曼群島,台北市中山區中山北路二段96號7樓705室,56255601,戴朝榮( EVERLINK OVERSEAS INC.代表人),戴朝榮,林耕平,財務長,李瑞豪,(02)2568-2830,103/02/06,106/01/17,新台幣 10.0000元,392700000,39270000,0,0,合併,每年,股東會,兆豐證券股份有限公司,(02)3393-0898,台北市中正區忠孝東路二段95號1樓,資誠聯合會計師事務所,賴宗羲,王國華,Taisun-KY,"Rm 705, 7F., No.96, Sec. 2, Zhongshan N. Rd., Zhongshan Dist.,Taipei City, Taiwan (R.O.C.)",(02)2568-2831,IR@taisun.com.vn,http://www.taisunholding.com/,林耕平,財務長,0988395938,tom.lin@TAISUN.COM.VN,http://www.taisunholding.com/
50,8481,政伸企業股份有限公司,政伸,其他,－,台中市西屯區工業區十二路六號,22396792,洪招儀,李煜培,洪國智,董事長室特別助理,張耀元,04-23593687,76/02/23,106/02/24,新台幣 10.0000元,666018660,66601866,0,0,合併,每年,董事會,第一金證券股份有限公司,02-25635711,台北市大安區安和路一段27號6樓,安侯建業聯合會計師事務所,張字信,吳俊源,Transart,"No.6, The 12th Road, Taichung Ind.Park,Taichung 407, TAIWAN",04-23591243,public@transart.com.tw,http://www.transart.com.tw/,梁碧君,股務人員,(04)2359-3687 #633,judy@transart.com.tw,http://www.transart.com.tw/
51,8482,商億全球控股有限公司,商億-KY,其他,KY 開曼群島,"P.O.Box 31119 Grand pavilion,Hibiscus Way,802 West Bay Road,",82172064,謝智通,謝淑韞,林芳毅,財務長,江韻如,02-77111060,103/09/30,107/08/15,新台幣 10.0000元,1104440000,110444000,0,0,合併,每年,股東會,凱基證券股務代理部,02-23892999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,池瑞全,陳重成,Shane Global,"2F,No.97,Sec.2,Dunhua S.Rd.,Daan Dist.,Taipei City 10682",02-77117288,ann_chiang@shayne.com.tw,http://www.shaneglobal.com.tw,林芳毅,財務長,+86-571-5859-2248,david_lin@shayne.com.tw,http://www.shaneglobal.com.tw
52,8488,吉源控股股份有限公司,吉源-KY,其他,KY 開曼群島,"4th Fl, 11 Dr Roy’s Drive, PO Box 10338, Cayman Islands",47848647,林漢清,陳金龍,林子閔,董事長特助,李宗憲,06-289-5658,103/03/27,105/12/13,新台幣 10.0000元,675000000,67500000,0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,02-2314-8800,台北市重慶南路一段2號4樓,資誠聯合會計師事務所,林佳鴻,黃世鈞,JYPKG,"2F., No.15, Ln. 199, Sec. 1, Funong St., East Dist.Tainan City 701, Taiwan",06-260-1632,ir@jypkg.com,http://www.jypkg.com,林子閔,董事長特助,06-289-5658,ir@jypkg.com,http://www.jypkg.com
53,9802,鈺齊國際股份有限公司,鈺齊-KY,其他,KY 開曼群島,臺灣雲林縣斗六市雲科路三段76號(訴訟及非訴訟代理人聯絡處),39737838,林文智,廖芳祝,廖志誠,執行副總,林文廣 / 洪健朝,(886)55514619,98/11/24,101/10/18,新台幣 10.0000元,1861950380,186195038,0,0,合併,每半會計年度,董事會,中國信託商業銀行股份有限公司,(02)6636-5566,台北市100中正區重慶南路一段83號5樓,資誠聯合會計師事務所,梁華玲,王玉娟,Fulgent Sun,"No.76 Sec.3, Yunke Rd,Douliu City,Yunlin Country,Taiwan,R.O.C.",(886)55514630,service@fulgentsun.com,http://www.fulgentsun.com,林怡妙,副理,(886)55514619,janice.lin@fulgentsun.com,http://www.fulgentsun.com/contact.asp
54,9902,台火開發股份有限公司,台火,其他,－,台北市中正區延平南路七十五號二、三樓,03562308,李泰祺,吳復興,吳復興,總經理,林糸秀香,(02)2311-8531,39/01/14,53/07/14,新台幣 10.0000元,980496000,98049600,0,0,合併,每年,股東會,永豐金證券(股)公司股務代理部,(02)2381-6288,100台北市中正區博愛路17號3樓,大中國際聯合會計師事務所,林寬照,溫明郁,TIDEHOLD,"2-3FL., 75, Yan-Ping S. Road.Taipei, Taiwan, R.O.C.",(02)2371-8132,services@tidehold.com,http://www.tidehold.com,林糸秀香,財務處協理,(02)2311-8531,hhlin@tidehold.com,http://www.tidehold.com/interested_parties/interested_parties.html
55,9904,寶成工業股份有限公司,寶成,其他,－,台中市西屯區台灣大道四段600號,58711014,詹陸銘,盧金柱,施志宏,副總經理,張雅芬、周吟紛,04-24615678,58/09/04,79/01/19,新台幣 10.0000元,29467872130,2946787213,0,0,合併,每年,董事會,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段６號６樓,勤業眾信聯合會計師事務所,徐文亞,洪國田,PCC,"No.600, Sec. 4, Taiwan Blvd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)TAICHUNG,TAIWAN, R.O.C. 40764",04-24606668,ir@pouchen.com,www.pouchen.com,周吟紛,副協理,04-24615678#7369,ir@pouchen.com,http://www.pouchen.com/index.php/stakeholders
56,9905,大華金屬工業股份有限公司,大華,其他,－,台北市松江路293之805號,04403363,姜明理,姜正行,姜佳君,財務部經理,林庭億,(02)25030340,62/11/26,79/08/08,新台幣 10.0000元,3050000000,305000000,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,(02)27023999,台北市大安區敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,張清福,鄭欽宗,GCM,"NO.293-805,SUNG CHIANG RD.TAIPEI,TAIWAN.",(02)25081196,gcmtai@greatchina.com.tw,http://www.greatchina.com.tw,姜筱梅,財務處協理,(02)29015153,finance@greatchina.com.tw,http://www.greatchina.com.tw/framests_c_stakeholder.html
57,9907,統一實業股份有限公司,統一實,其他,－,台南市永康區蔦松里中正北路837號,73252657,羅智先,徐金成；張祐信,張祐信,總經理,徐金成.王世盈,06-2531131,58/04/14,80/01/29,新台幣 10.0000元,15791453420,1579145342,0,0,合併,每年,股東會,統一綜合證券(股)公司股務代理部,02-27463797,台北市松山區東興路8號地下1樓,資誠聯合會計師事務所,劉子猛,林永智,TON YI,"No.837, Zhongzheng N. Rd., Yongkang Dist.,Tainan City , Taiwan (R.O.C.)",06-2535222,tty@tonyi.com.tw,www.tonyi.com.tw,王世盈,經理,06-2531131,wangsir@tonyi.com.tw,http://www.tonyi.com.tw/contact.php
58,9910,豐泰企業股份有限公司,豐泰,其他,－,雲林縣斗六市科工八路52號,63400932,王建弘,陳昭吉,陳麗琴,處長,許芳瑋,05-5379100,60/07/29,81/02/18,新台幣 10.0000元,8816810990,881681099,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路2段97號B2,安侯建業聯合會計師事務所,陳盈如,郭柔蘭,FT,"NO.52 KEGONG 8TH ROADDOULIOU CITY, YUNLIN COUNTY 64064, TAIWA",05-5379105,amy.chen@fengtay.com,www.fengtay.com,陳麗琴,處長,05-5379117,amy.chen@fengtay.com,http://www.fengtay.com/chinese/05_contact/03_stackholder.aspx
59,9911,台灣櫻花股份有限公司,櫻花,其他,－,台中市大雅區雅潭路4段436號,23113940,張永杰,林有土,賴宏奇,副總經理,詹秀琪,(04)2566-6106,77/10/20,81/07/16,新台幣 10.0000元,2211211880,221121188,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安永聯合會計師事務所,黃宇廷,黃子評,TAIWAN SAKURA,"No.436,Sec. 4,Yatan Rd.,Daya Dist.,Taichung City,Taiwan",(04)2305-2986,archie07@sakura.com.tw,www.sakura.com.tw,賴宏奇,副總經理,(04)2566-6106#818,archie07@sakura.com.tw,http://www.sakura.com.tw/company/company_brandconcept.aspx
60,9914,美利達工業股份有限公司,美利達,其他,－,彰化縣大村鄉美港村美港路116號,59052361,曾崧柱,曾崧柱,鄭文祥,行銷本部副總,王隆進,(04)8526171,61/09/29,81/09/30,新台幣 10.0000元,2989838000,298983800,0,0,合併,每年,股東會,元大證券股份有限公司,(02) 25865859,(103)臺北市大同區承德路3段210號B1,勤業眾信聯合會計師事務所,蔣淑菁,曾棟鋆,MIC,"NO. 116 MEGAN ROAD,DACUN TOWNSHIPCHANGHUA COUNTY,TAIWAN, R.O.C.",(04)8527881,bicycle@merida.com.tw,www.merida.com.tw,鄭文祥,行銷本部副總,(04)8526171,WILLIAM@MERIDA.COM.TW,http://www.merida.tw/list/cate-38131.htm
61,9917,中興保全科技股份有限公司,中保科,其他,－,台北市鄭州路139號6樓,12148598,林孝信,小野寺博史,張嵐菁,總經理,張惠清,25575050,66/11/08,82/12/08,新台幣 10.0000元,4511970930,451197093,0,0,合併,每年,股東會,元大證券股份有限公司,02-2586-5859,台北市大同區承德路三段210號B1,安永聯合會計師事務所,王彥鈞,許新民,TAIWAN SECOM,"NO.139,6F,CHENG-CHOU RD.,TAIPEI,TAIWAN",25571115,CHENSHUFEN@SECOM.COM.TW,WWW.SECOM.COM.TW,張惠清,副總經理,25575050-803,kikiya123@secom.com.tw,http://www.secom.com.tw/about/about_01.aspx?cid=2014010001&id=2015010001
62,9919,康那香企業股份有限公司,康那香,其他,－,台南市佳里區民安里同安寮77-1號,74231126,戴榮吉,戴秀玲,林秀娟,稽核處處長,吳政蓉,(02)2345-9909,60/12/10,83/11/04,新台幣 10.0000元,1953627500,195362750,0,0,合併,每年,董事會,凱基證券股份有限公司股務代理部,(02)2389-2999,台北市重慶南路一段二號五樓,資誠聯合會計師事務所,潘慧玲,黃珮娟,KNH,"27F., No. 456, Section 4, Xinyi Road, Xinyi DistrictTaipei City 110501, Taiwan",(02)2345-6299,tiffany.lai@knh-global.com,https://www.knh.com.tw/homepage.html,林秀娟,稽核處處長,(02)2345-9909-2268,ddt.l@knh-global.com,https://www.knh.com.tw/duty3.html
63,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
64,9921,巨大機械工業股份有限公司,巨大,其他,－,台中市西屯區東大路一段997&999號,56054251,杜(糸秀)珍,劉湧昌,李書耕,全球公關暨行銷負責人,陳美惠,(04)-24609099,61/10/27,83/12/29,新台幣 10.0000元,3750646260,375064626,0,0,合併,每年,股東會,福邦證券股份有限公司,(02)23711658,台北市中正區忠孝西路一段６號６樓,勤業眾信聯合會計師事務所,吳麗冬,蘇定堅,GIANT,"No. 997&999, Sec. 1, Dongda Rd., Xitun Dist.,Taichung City 40763, Taiwan (R.O.C.)",(04)24627368,Sandylin@giant.com.tw,http://www.giant-bicycles.com,陳美惠,投資關係,(04)24609099#1207,irenechen@giant.com.tw,http://www.giantcyclingworld.com/inc/conference_presentation.php
65,9924,台灣福興工業股份有限公司,福興,其他,－,高雄市岡山區本洲里育才路88號,75706009,林瑞章,陳建昆,李國偉,財務長,蔡燕芬,07-6225151,46/11/23,84/03/15,新台幣 10.0000元,1884521700,188452170,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-2702-3999,(106大安區)台北巿敦化南路2段97號B2,資誠聯合會計師事務所,王國華,吳建志,TAIWAN FU HSING,"No.88, YUCAI RDKANGSHAN, KAOHSIUNG CITY, TAIWAN, R.O.C.",07-6225466,stephen@fuhsing.com.tw,www.fuhsing.com.tw,李國偉,財務長,(07)6225151-450,stephen@fuhsing.com.tw,http://www.fuhsing.com.tw/exec/msg.php?mid=92&cid=40&pid=92&lg=T
66,9925,台灣新光保全股份有限公司,新保,其他,－,台北市內湖區行愛路128號,12261768,林伯峰,洪國超,黃春明,資深副總經理,鄒國民,02-77199888,69/01/21,84/12/09,新台幣 10.0000元,3874896050,387489605,0,0,合併,每年,股東會,元富證券(股)公司股務代理部,02-2768-6668,台北市松山區光復北路11巷35號地下一樓,勤業眾信聯合會計師事務所,池瑞全,郭乃華,SKS,"No.128, Xing’ai Rd., Neihu DistTAIPEI,TAIWAN,R.O.C",02-27908573,TSUNGHSIEN.WENG@SKS.COM.TW;0086996@sks.com.tw,www.sks.com.tw,鄒國民,資深協理,02-77199888-20200,arther@sks.com.tw,www.sks.com.tw/Stakeholder
67,9927,泰銘實業股份有限公司,泰銘,其他,－,高雄市大寮區莒光三街六號,79875202,陳豊明,李茂生,童新沅,財會部經理,李淑芬,(07)787-2278,72/02/19,88/03/12,新台幣 10.0000元,1673185340,167318534,0,0,合併,每年,董事會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,江佳玲,郭麗園,TMI,"NO.6,Chu Kuang 3rd StDaliao Dist, Kaohsiung City,Taiwan,R.O.C",(07)787-3496,financial@tmicl.com.tw,www.tmicl.com.tw,童新沅,財會部經理,07-7872278,frank@tmicl.com.tw,http://www.tmicl.com.tw/inside-c-5.html
68,9928,中國電視事業股份有限公司,中視,其他,－,台北市南港區重陽路118號,18556774,胡雪珠,胡雪珠,胡雪珠,董事長,姚欣偉,(02)2783-8308,57/10/24,88/08/09,新台幣 10.0000元,1507245830,150724583,21843090,0,合併,每年,股東會,凱基證券股份有限公司,02- 2389-2999,台北市重慶南路一段2號5樓,安侯建業聯合會計師事務所,韓沂璉,陳宗哲,CTV,"118,Chung-Yang RoadTaipe,Taiwan,ROC",(02)2796-5284,091002@mail.chinatv.com.tw,www.ctv.com.tw,胡雪珠,董事長,(02)2789-6698,pearl.hu@ctv.com.tw,http://www.ctv.com.tw/opencms/investor/
69,9929,秋雨創新股份有限公司,秋雨,其他,－,台北市信義區市民大道六段288號9樓,69439272,陳慧遊,謝志達,陳延暉,法務主管,張麗珠,(02)87681999,65/10/01,88/06/28,新台幣 10.0000元,1012800000,101280000,43800000,0,合併,每年,董事會,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,翁世榮,廖福銘,CHOICE,"9F, No.288, Sec. 6, Civic Blvd., Taipei City 11087Taipei,Taiwan,ROC",(02)87681966,job@choicecompany.com.tw,http://www.choiceprintgroup.com,陳延暉,法務主管,(02)87681999,alex@choicecompany.com.tw,http://www.choiceprintgroup.com/ch/rule.php?id=14
70,9930,中聯資源股份有限公司,中聯資源,其他,－,80661高雄市前鎮區成功二路88號22樓,86119908,張鴻昌,上官世和,鍾鴻書,副總經理,林清安,(07)336-8377,80/05/25,88/11/22,新台幣 10.0000元,2485403680,248540368,0,0,合併,每年,股東會,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號4樓,勤業眾信聯合會計師事務所,王兆群,陳珍麗,CHC,"22F,No.88,Chenggong 2nd Rd.,Qian-Zhen,Kaohsiung,80661,Taiwan,R.O.C",(07)336-8433,avo@chc.com.tw,www.chc.com.tw,朱淑女,經理,(07)9736693,anda@chc.com.tw,http://www.chc.com.tw/st.html?id=st1
71,9933,中鼎工程股份有限公司,中鼎,其他,－,台北市中山北路六段89號,20817282,楊宗興,陳裕仁,陳裕仁,總經理,蕭銘證,(02)2833-9999,68/04/06,82/05/28,新台幣 10.0000元,7638586740,763858674,0,0,合併,每年,股東會,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,翁世榮,林一帆,CTCI,"89, Sec. 6, Zhongshan North RoadTAIPEI, TAIWAN, R.O.C.",(02)2833-8899,ctcigrp@ctci.com,www.ctci.com,蘇琪君,副經理,(02)2833-9999#10238,ir@ctci.com,http://www.ctci.com/www/ctci2016/csr/page.aspx?L=CH&C=0106
72,9934,成霖企業股份有限公司,成霖,其他,－,台中市潭子區(台中加工出口區)建國路22號,30899261,歐陽玄,托德泰爾伯特,陳宗民,集團財務長,石乃菁,04-25349676,68/10/29,89/09/11,新台幣 10.0000元,3581639620,358163962,0,0,合併,每年,股東會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,黃宇廷,陳明宏,GUIC,"22,Chien-Kuo Rd.Taichung Export Processing Zone Taiwan",04-25340840,-,https://tw.globeunion.com/,石乃菁,經理,04-25349676ext510229,nancy.shih@globeunion.com,https://tw.globeunion.com/stakeholders/
73,9935,慶豐富實業股份有限公司,慶豐富,其他,－,彰化縣福興鄉沿海路四段三七三號,59198197,許閔琁,許竣然,許竣然,總經理,張峻銘,04-7801967,66/03/09,89/09/11,新台幣 10.0000元,1696233420,169623342,23522617,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27035000,台北市大安區敦化南路二段九十七號B2,安侯建業聯合會計師事務所,莊鈞維,呂觀文,CF,"373. SEC. 4, YEN-HAI RD, FU-NAN VILLAGEFU HSIEN CHANG-HWA TAIWAN R.O.C 50602",04-7707789,ir@chingfeng.com,http://www.chingfeng.com,房明慶,董事長特別助理,04-7801967,ir@chingfeng.com,http://www.chingfeng.com/cn/shareholders/Organization.html
74,9938,台灣百和工業股份有限公司,百和,其他,－,彰化縣和美鎮好修里和港路575號,09468343,鄭森煤,鄭誠禕,葉桂珠,副總經理,葉淑惠,04-7565307,74/01/14,90/01/12,新台幣 10.0000元,2979639020,297963902,0,0,合併,每年,董事會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,蔣淑菁,蘇定堅,Taiwan Paiho,"NO.575, Ho Kang Rd. Ho Mei TownChang Hua County, Taiwan, R.O.C.",04-7570670,finance@paiho.com,http://www.paiho.com,葉淑惠,副理,04-7565307,finance@mail.paiho.com.tw,www.paiho.com
75,9939,宏全國際股份有限公司,宏全,其他,－,台中市西屯區工業區2路6號,58176511,戴宏全,曹世忠,盧麒伊,投資人關係室主任,尚未派任,04-23590088,58/07/15,90/03/02,新台幣 10.0000元,2877858790,287785879,0,0,合併,每年,董事會,凱基證券股份有限公司,02-23148800,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,吳少君,顏曉芳,HON CHUAN,"No.6, 2nd. Road, Industrial Park, Xitun Dist.Taichung Taiwan, R.O.C",04-23590086,emily@mail.honchuan.com.tw,www.honchuan.com,盧麒伊,投資人關係室主任,04-23590088,emily@mail.honchuan.com.tw,http://www.honchuan.com/tw/investor
76,9940,信義房屋股份有限公司,信義,其他,－,台北市信義區信義路五段一００號,22354940,薛健平,劉元智,周莊雲,副總經理,陳志桓,27557666,76/01/21,90/09/17,新台幣 10.0000元,7368465000,736846500,0,0,合併,每年,股東會,群益金鼎證券(股)公司股務代理部,27023999,台北市敦化南路二段97號B2,勤業眾信聯合會計師事務所,徐文亞,王攀發,Sinyi,"No.100, SEC.5, XINYI ROAD, XINYI DISTRICTTAIPEI,TAIWAN",27228169,kepner.su@sinyi.com.tw,WWW.SINYI.COM.TW,蘇珮宜,主任,27557666#2687,investor@sinyi.com.tw,WWW.SINYI.COM.TW
77,9941,裕融企業股份有限公司,裕融,其他,－,台北市敦化南路二段二號十五樓,23528130,嚴陳莉蓮,許國興,廖淑華,協理,陳宣如,2702-5055,79/04/12,90/09/17,新台幣 10.0000元,4821465370,382146537,0,100000000,合併,每年,股東會,裕融企業股份有限公司股務室,2515-6421,台北市南京東路二段150號7樓,勤業眾信會計師事務所,郭俐雯,范有偉,YFC,"15F., No.2, Sec. 2, Dunhua South RoadTaipei,Taiwan",2702-9347,may.liao@tac.com.tw,http://www.tac.com.tw,廖淑華,協理,2702-5055,may.liao@tac.com.tw,http://www.tac.com.tw
