43,6665,康聯生醫科技股份有限公司,康聯生醫,生技醫療業,－,臺北市中正區忠孝東路1段54號5樓,24291669,吳良襄,吳良襄,黃美玉,資深經理,周娜慈,02-55696199,98/01/10,106/11/23,新台幣 10.0000元,456653830,45665383,0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,02-23711658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,徐聖忠,徐永堅,HEALTHCONN,"5F., No.54, Sec. 1, Zhongxiao E. Rd., Zhongzheng Dist.Taipei City, Taiwan",02-55696142,investors@healthconn.com,https://www.healthconn.com,－,－,－,－,https://www.healthconn.com
44,6677,瑩碩生技醫藥股份有限公司,瑩碩生技,生技醫療業,－,台北市中山區南京東路2段206號8樓之3,80207616,王建治,顏麟權,陳志賢,財會處處長,李文龍,02-25042121,92/04/10,107/06/27,新台幣 10.0000元,481635000,48163500,0,0,合併,每年,董事會,凱基證券股份有限公司股務代理部,02-23892999,10044 台北市中正區重慶南路一段2號5樓,資誠聯合會計師事務所,游淑芬,顏裕芳,Anxo,"8F-3, No.206, Sec. 2, Nanking E. Rd.,Taipei City 104, Taiwan (R.O.C.)",02-25084245,Investor@anxo.com.tw,http://www.anxo.com.tw,－,－,－,－,http://www.anxo.com.tw
45,6696,仁新醫藥股份有限公司,仁新,生技醫療業,－,臺北市信義區忠孝東路5段68號12樓,43814765,林雨新,林雨新,林雨新,董事長暨執行長,莊(日+告)淵,02-87805008,105/05/12,107/10/08,新台幣 10.0000元,689895000,68989500,0,0,合併,每年,董事會,福邦證券股份有限公司,02-2383-6888,台北市中正區忠孝西路一段6 號6 樓,勤業眾信聯合會計師事務所,張鼎聲,吳怡君,LBS,"12F, No.68, Sec.5, Zhongxiao E. Rd., Xinyi Dist.Taipei City 11065, Taiwan",02-87805038,info@linbioscience.com,http://www.linbioscience.com/tw/,－,－,－,－,http://www.linbioscience.com/tw/im/news
46,6709,昱厚生技股份有限公司,昱厚生技,生技醫療業,－,台北市內湖區內湖路一段308號6樓,28403068,陳璧榮,徐悠深,徐悠深,總經理兼研發長,陳璧榮,27970073,95/09/19,107/11/29,新台幣 10.0000元,492030000,49203000,0,0,個別,每年,股東會,元大證券股份有限公司,02)2586-5859,台北市大同區承德路3段210號B1,資誠聯合會計師事務所,潘慧玲,鄧聖偉,Advagene,"6F,NO 308, Sec.1,Neihu Rd, Niehu DistTaipei City, Taiwan",27970083,advagene@advagene.com.tw,www.advagene.com.tw,－,－,－,－,www.advagene.com.tw
47,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,興櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
48,6730,常廣股份有限公司,常廣,生技醫療業,－,台中市大甲區工一路29號,80722654,陳政宏,陳正雄,陳正雄,總經理,邱文國,04-26820767,93/03/09,108/11/08,新台幣 10.0000元,320007680,32000768,0,0,合併,每年,董事會,第一金證券股份有限公司,02-25635711,台北市大安區安和路一段27號六樓,安侯建業聯合會計師事務所,郭士華,吳俊源,LAGIS,"No.29,Gong 1st Rd.,DajiaTaichung City,Taiwan(R.O.C)",04-26820766,finance@lagis.com.tw,http://www.lagis.com.tw,－,－,－,－,http://www.lagis.com.tw
49,6734,安盛生科股份有限公司,安盛生,生技醫療業,－,台北市內湖區基湖路35巷2弄9號6樓,53927676,Peter Fitzgerald,陳彥宇,廖及均,行銷副總,林佳欣,87511335,101/08/30,108/06/28,新台幣 10.0000元,523779100,52377910,2941177,0,合併,每年,股東會,群益金鼎證券股份有限公司,27035000,台北市大安區敦化南路2段97號B2,資誠聯合會計師事務所,蕭春鴛,周筱姿,iXensor,"6F., No. 9, Aly. 2, Ln. 35, Jihu Rd., Neihu Dist.Taipei City, R.O.C.",87518059,info@ixensor.com,www.ixensor.com,－,－,－,－,www.ixensor.com
50,6744,豐技生物科技股份有限公司,豐技生技,生技醫療業,－,台北市中正區紹興北街5號5樓之1,86704393,吳春成,張宏名,林佩宜,副總經理,呂美珍,02-23519800,81/05/12,108/09/25,新台幣 10.0000元,154000000,15400000,0,0,個別,每年,董事會,兆豐證券股份有限公司股務代理部,02-33930898,台北市中正區忠孝東路二段95號1樓,資誠聯合會計師事務所,葉翠苗,吳郁隆,FCB,"5F.-1, No.5, Shaoxing N.St., Zhongzheng Dist.Taipei City 10049, Taiwan (R.O.C.)",02-23219527,fengchi2@ms69.hinet.net,http://www.fcbiotech.com.tw,－,－,－,－,http://www.fcbiotech.com.tw
51,6748,亞果生醫股份有限公司,亞果生醫,生技醫療業,－,高雄市路竹區路科二路57號2樓,54562029,謝達仁,謝達仁,謝達仁,董事長兼總經理,趙立玲,07-6955569,103/06/26,110/07/27,新台幣 10.0000元,354331980,35433198,0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,林永智,劉子猛,ACRO Biomedical,"2nd Fl., No. 57, Luke 2nd Rd., Lujhu Dist.Kaohsiung City 82151, Taiwan R.O.C.",07-6955069,service@acrobiomedical.com,www.acrobiomedical.com,－,－,－,－,
52,6758,冠亞生技股份有限公司,冠亞,生技醫療業,－,新北市永和區成功路一段80號20樓,12873063,林延生,趙悅因,趙悅因,總經理,廖偉展,02-2926-7088,90/06/15,109/01/02,新台幣 10.0000元,134710400,13471040,0,0,合併,每年,股東會,日盛證券股份有限公司,02-2541-9977,104 台北市中山區南京東路二段85號7樓,安永聯合會計師事務所,馬君廷,黃建澤,ASA,"20F, No 80 , Section 1, Chenggong Road, Yonghe District, New Taipei City 23452New Taipei City, Taiwan",02-2926-8807,ir@aspine.com.tw,http://www.aspine.com.tw,－,－,－,－,http://www.aspine.com.tw
53,6782,視陽光學股份有限公司,視陽,生技醫療業,－,桃園市龜山區興業街1號,16693062,李重儀,李重儀,李重儀,董事長兼總經理,鄭佩青,03-3596868,87/11/09,109/08/14,新台幣 10.0000元,547266660,54726666,0,0,合併,每半會計年度,董事會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,唐慈杰,張惠貞,VISCO,"No.1, Xingye St. Guishan Dist.Taoyuan City 33341, Taiwan (R.O.C.)",03-3490202,ir@viscovision.com.tw,www.viscovision.com.tw,－,－,－,－,無
54,6785,昱展新藥生技股份有限公司,昱展新藥,生技醫療業,－,台中市西屯區科園路19號312室,52310651,林東和,文永順,文永順,總經理,康宇寧,04-24637115,105/09/23,109/10/05,新台幣 10.0000元,570000000,57000000,0,0,個別,每年,股東會,台新證券股務代理部,(02)2504-8125,台北市中山區建國北路1段96號B1,勤業眾信聯合會計師事務所,鄭欽宗,趙永祥,Alar,"Rm. 312, No. 19, Keyuan Rd., Xitun Dist.Taichung City, Taiwan (R.O.C.)",04-22569658,alar@alarpharm.com,www.alarpharm.com,－,－,－,－,www.alarpharm.com
55,6794,向榮生醫科技股份有限公司,向榮生技,生技醫療業,－,台北市內湖區行愛路77巷65號6樓,50753953,蔡意文,洪懿珮,蔡意文,董事長,陳沛琳,(02)2792-2699,107/03/28,109/12/25,新台幣 10.0000元,377747500,37774750,0,0,合併,每年,股東會,宏遠證券股份有限公司股務代理部,(02)7719-8899,臺北市信義路四段236號3樓,資誠聯合會計師事務所,周筱姿,賴宗羲,UnicoCell,"6F., NO.65, LN. 77, XING-AI RD., NEIHU DIST.,TAIPEI CITY 11494, TAIWAN (R.O.C.)",(02)2792-7890,info@unicocell.com,https://www.unicocell.com,－,－,－,－,https://www.unicocell.com
56,6796,晉弘科技股份有限公司,晉弘,生技醫療業,－,新竹科學園區新竹市東區工業東四路24-2號3樓,28113005,鄭竹明,鄭竹明,鄭竹明,總經理,柯惠友,03-5798860,99/08/05,110/04/16,新台幣 10.0000元,300061550,30006155,0,0,合併,每年,股東會,凱基證券股務代理部,02-23892999,10044台北市中正區重慶南路一段2號5樓,資誠聯合會計師事務所,李典易,劉倩瑜,MiiS,"3F, No.24-2, Industry E. Rd. IV, Hsinchu Science Park,Hsinchu, Taiwan 30077, R.O.C.",03-5798011,ir@miis.com.tw,http://www.miis.com.tw,－,－,－,－,http://www.miis.com.tw
57,6797,台灣圓點奈米技術股份有限公司,圓點奈米,生技醫療業,－,桃園市龜山區樂善里文禾路188號6樓,27312189,章季芸,簡建興,簡建興,總經理,羅伊評,03-316-7568,93/04/22,109/11/05,新台幣 10.0000元,232569840,23256984,0,0,合併,每年,股東會,富邦綜合證券(股)公司股務代理部,02-2361-1300,台北市中正區許昌街17號2樓,資誠聯合會計師事務所,吳偉豪,李燕娜,TAN,"6F., No. 188, Wenhe Rd., Guishan Dist.Taoyuan City 330, Taiwan",03-317-3369,ir@tanbead.com,https://www.tanbead.com,－,－,－,－,https://www.tanbead.com
58,6808,三鼎生物科技股份有限公司,三鼎生技,生技醫療業,－,新北市汐止區新台五路一段99號21樓之3,24782320,歐耿良,歐耿良,黃瑞雯,財務部副總經理,林淑華,02-26971270,103/12/26,109/12/25,新台幣 10.0000元,539700000,53970000,0,0,個別,每年,董事會,台新證券股務代理部,02-25048125,臺北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,林安惠,邱盟捷,3D BIO,"21F.-3, No. 99, Sec. 1, Xintai 5th Rd., Xizhi Dist.New Taipei City 221, Taiwan",02-26971272,3dg01@3dglobalbiotech.com.tw,www.3dglobalbiotech.com.tw,－,－,－,－,www.3dglobalbiotech.com.tw
59,6810,新穎生醫股份有限公司,新穎生醫,生技醫療業,－,新竹縣竹北市台元街18號6樓之1,24613916,凱悅資產管理有限公司指派人張泰銘,曾錙翎,曾錙翎,總經理,陳華軒,(03)560-1816,103/06/25,110/08/30,新台幣 10.0000元,305155000,30515500,0,0,個別,每年,股東會,台新證券股務代理部,(02)2504-8125,台北市中山區建國北路一段96號B1,資誠聯合會計師事務所,江采燕,周筱姿,BPMbiotech,"6F-1, No. 18 Taiyuan St.Zhubei City, Hsinchu County, Taiwan",(03)560-1916,ir@bpmbiotech.com,https://www.bpmbiotech.com,－,－,－,－,0
60,6814,路迦生醫股份有限公司,路迦生醫,生技醫療業,－,台北市大安區信義路四段265巷2號3樓,54318905,唐稚超,劉朝安,唐稚超,董事長,劉鶯敏,02-29500027,102/12/26,109/12/31,新台幣 10.0000元,328743710,32874371,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27035000,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,余聖河,黃泳華,LUKAS,"3F., No. 2, Ln. 265, Sec. 4, Xinyi Rd., Da’an Dist.,Taipei City 106, Taiwan (R.O.C)",02-29500106,service@lukas-biomedical.com,https://www.lukas-bio.com.tw/,－,－,－,－,https://www.lukas-bio.com.tw/
61,6815,晶鑽生醫股份有限公司,晶鑽生醫,生技醫療業,－,台北市大安區復興南路二段45號11樓,24771301,賴柏如,謝佳憲,謝佳憲,總經理,鄭皓文,02-2755-3320,103/11/26,110/01/29,新台幣 10.0000元,213896250,21389625,0,0,合併,每年,董事會,富邦綜合證券(股)公司,02-2361-1300,台北市中正區許昌街17號2樓,資誠聯合會計師事務所,阮呂曼玉,林雅慧,Diamond,"11F., No. 45, Sec. 2, Fuxing S. Rd., Da’an Dist.Taipei City 106, Taiwan (R.O.C.)",02-2755-3326,ir@diamond-biotechnology.com,http://www.diamond-biotechnology.com/,－,－,－,－,http://www.diamond-biotechnology.com/
62,6817,溫士頓醫藥股份有限公司,溫士頓,生技醫療業,－,臺南市永康區鹽洲里仁愛街117號,72082135,張世忠,王又正,王又正,總經理,陳怡菁,06-2533124,64/07/09,110/02/24,新台幣 10.0000元,184170000,18417000,0,0,合併,每年,股東會,群益金鼎證券(股)公司股務代理部,02-27035000,台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,林雅慧,阮呂曼玉,WINSTON,"NO.117,Ren'ai St., Yongkang Dist.,Tainan City 710 Taiwan",06-2533116,mis@winston.com.tw,https://www.winston.com.tw/,－,－,－,－,
63,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,興櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
64,6827,巨生生醫股份有限公司,巨生醫,生技醫療業,－,新竹縣竹東鎮中興路四段195號,24765568,蔣為峰,王先知,王先知,總經理,邱奕翔,03-591-0360,103/11/07,110/10/19,新台幣 10.0000元,575959030,57595903,0,0,個別,每年,股東會,富邦綜合證券股務代理部,02-2361-1300,台北市中正區許昌街17號2樓,安侯建業聯合會計師事務所,郭欣頤會計師,寇惠植會計師,MPB,"No.195, Sec.4, Chung Hsing Rd., Chutung,Hsinchu, 31040, Taiwan, R.O.C",03-591-0441,ir@megaprobio.com,http://www.megaprobio.com,－,－,－,－,http://www.megaprobio.com
65,6838,台新藥股份有限公司,台新藥,生技醫療業,－,台北市復興北路57號8樓之6,53273211,程正禹,程正禹,林如芸,財務長,朱宇琴,(02)27557659,99/12/06,110/10/07,新台幣 10.0000元,988321000,98832100,0,0,合併,每年,股東會,凱基證券(股)公司股務代理部,(02)23892999,台北市中正區重慶南路一段2號5樓,資誠聯合會計師事務所,顏裕芳,游淑芬,FRMSP,"8F-6, No. 57, Fuxing N. Rd.,Taipei City",(02)27553023,ir@formosapharma.com,www.formosapharma.com,－,－,－,－,www.formosapharma.com
66,6841,長佳智能股份有限公司,長佳智能,生技醫療業,－,臺中市西區臺灣大道二段573號8樓I室,50824681,陳明豐,陳明豐,徐國偉,資訊長,王帝皓,04-2321-3838,107/06/28,110/09/14,新台幣 10.0000元,900000000,90000000,0,0,個別,每年,股東會,元富證券股份有限公司股務代理部,02-27686668,台北市松山區光復北路11巷35號B1,安永聯合會計師事務所,陳明宏,黃子評,EFAI,"Rm. I, 8F., No. 573,Sec. 2, Taiwan Blvd.,West Dist.Taiwan Taichung City",04-23222727,service@everfortuneai.com.tw,https://www.everfortuneai.com.tw/,－,－,－,－,https://www.everfortuneai.com.tw/
67,6844,諾貝兒寶貝股份有限公司,諾貝兒,生技醫療業,－,高雄市三民區大昌二路87號,16115725,張振興,許王伸,許耀鴻,副總經理,朱傑瑜,07-7356888,86/10/08,110/11/12,新台幣 10.0000元,300424400,30042440,0,0,個別,每年,股東會,台新證券股務代理部,02-25048125,台北市中山區建國北路一段96號B1,安侯建業聯合會計師事務所,楊博任,許振隆,NORBEL,"NO.87, TACHANG 2ND RD.,KAOHSIUNG TAIWAN R.O.C.",07-7356777,norbel@norbelbaby.com.tw,https://www.norbelbaby.com.tw,－,－,－,－,無
68,6847,普瑞博生技股份有限公司,普瑞博,生技醫療業,－,新竹科學園區新竹縣工業東九路11號2樓,42770331,陳彥文,陳彥文,陳彥文,總經理,丁懷謙,03-6687199,105/01/27,110/11/05,新台幣 10.0000元,142300000,14230000,0,0,個別,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市中正區重慶南路一段83號5樓,安永聯合會計師事務所,郭紹彬,邱琬茹,PURIBLOOD,"2F, No.11, Gongye E. 9th RdBaoshan Township, Hsinchu County,Taiwan",03-6687299,info@puriblood.com,https://puriblood.com,－,－,－,－,https://puriblood.com
69,6848,拉法生醫股份有限公司,拉法醫,生技醫療業,－,新北市中和區橋和路15號15樓,28089461,卓明偉,卓明偉,卓明偉,董事長兼總經理,卓君勇,(02)89121200,95/02/07,110/10/25,新台幣 10.0000元,117960000,11796000,0,0,合併,每半會計年度,董事會,中國信託商業銀行代理部,(02)23111838,台北市中正區重慶南路一段 83 號 5 樓,安侯建業聯合會計師事務所,王怡文,郭冠纓,RBC,"15F., No.15, Qiaohe Rd.Zhonghe Dist., New Taipei City, Taiwan",(02)89121300,spokesman@rbcbioscience.com,https://www.rbcbioscience.com/,－,－,－,－,https://www.rbcbioscience.com/
70,6850,光鼎生物科技股份有限公司,光鼎生技,生技醫療業,－,新北市新店區民權路108之3號4樓,27352652,蔡守冠,蔡守冠,柳雲(峰),市場總監,紀賢良,02-2218-8726,93/08/16,110/11/10,新台幣 10.0000元,220000000,22000000,0,0,合併,每年,股東會,永豐金證券股務代理部,02-2381-6288,台北市博愛路17號3樓,資誠聯合會計師事務所,周筱姿,林玉寬,BIOPTIC,"4F., No.108-3,Minquan Rd., Xindian Dist.,New Taipei City, Taiwan (R.O.C.)",02-2218-8727,info@bioptic.com.tw,https://www.bioptic.com.tw,－,－,－,－,https://www.bioptic.com.tw
71,6857,宏碁智醫股份有限公司,宏碁智醫-新,生技醫療業,－,新北市汐止區新台五路1段86號7樓,69442662,張瑞川,許銀雄,許銀雄,總經理,蘇惠娟,02-26960366,107/04/25,110/10/27,新台幣 10.0000元,120000000,12000000,0,0,個別,每年,股東會,凱基證券股份有限公司股務代理部,(02)2389-2999,台北市中正區重慶南路一段2號5樓,勤業眾信聯合會計師事務所,邱盟捷,鄭旭然,Acer Medical,"7F., No. 86, Sec. 1, Xintai 5th Rd.Xizhi Dist., New Taipei City",02-26960377,Ir.amed@acer-medical.com,https://www.acer-medical.com/,－,－,－,－,https://www.acer-medical.com/
72,6861,睿生光電股份有限公司,睿生光電,生技醫療業,－,南部科學園區臺南市新市區環西路二段2號B室,69764396,楊柱祥,李志聖,李志聖,總經理,駱建郎,(06)700-7238,108/04/02,110/11/30,新台幣 10.0000元,349845000,34984500,0,0,合併,每年,股東會,元大證券股份有限公司股務代理部,(02)2586-5859,台北市大同區承德路三段210號B1,勤業眾信聯合會計師事務所,翁雅玲,邵志明,INCX,"Room B, No.2, Sec. 2, Huansi Rd., Sinshih District, Tainan Science ParkTainan City, Taiwan",(06)700-7238,IR@innocare-x.com,http://www.innocare-x.com,－,－,－,－,http://www.innocare-x.com
73,6864,元樟生物科技股份有限公司,元樟生技,生技醫療業,－,高雄市新興區民生一路247號9樓之3,42814751,蔡宜儒,蔡宜儒,蔡宜儒,總經理,許麗玉,07-2237578,107/04/02,110/12/29,新台幣 10.0000元,250000000,25000000,0,0,個別,每年,股東會,華南永昌綜合證券 股務代理部,02-27186425,台北市民生東路4段54號4樓,安永聯合會計師事務所,陳政初,洪國森,A.M.S.,"9 F.-3, NO. 247, MINSHENG 1ST RD., XINXING DIST.,KAOHSIUNG CITY 80046, TAIWAN (R.O.C.)",07-2233622,liyu4517@gmail.com,https://www.ams-bioteq.com/,－,－,－,－,https://www.ams-bioteq.com/list/cate-280290.htm
74,7427,華上生技醫藥股份有限公司,華上生醫,生技醫療業,－,台北市南港區園區街3號17樓,54179426,陳嘉南,陳嘉南,趙月秀,副總經理,黃盈彰,02-77220388,102/04/03,110/07/08,新台幣 10.0000元,225749850,22574985,0,0,個別,每年,股東會,元富證券股份有限公司股務代理,02-27686668,臺北市光復北路11巷35號B1樓,安永聯合會計師事務所,林素雯,黃建澤,GNTbm,"17F No.3 Park St., Nangang Dist.,Taipei City Taiwan",02-77220799,info@gntbm.com.tw,http://www.gntbm.com.tw,－,－,－,－,http://www.gntbm.com.tw/tw/about3.html
75,7555,美萌科技股份有限公司,美萌,生技醫療業,－,台南市新市區環東路一段31巷22號2樓,24251218,魏聰哲,魏聰哲,魏聰哲,總經理,魏佑臻,06-5053939,97/10/20,109/11/27,新台幣 10.0000元,205250260,20525026,0,0,個別,每年,股東會,群益金鼎證券股份有限公司,02-27035000,台北市大安區敦化南路二段97號B2,富鋒聯合會計師事務所,吳金地,戴維良,MEM,"2F., No.22, Lane 31, Sec.1, Huandong Rd.Xinshi Dist., Tainan City 74146, Taiwan",06-5051212,info@memdental.com,www.memdental.com,－,－,－,－,www.memdental.com
76,7561,光晟生物科技股份有限公司,光晟生技,生技醫療業,－,屏東縣長治鄉神農東路21-3號,27219254,呂春美,呂春美,郭正順,財會主管,楊晴,08-7626868,94/03/02,109/07/06,新台幣 10.0000元,268852620,26885262,673,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市中山區建國北路一段96號B1,安永聯合會計師事務所,李芳文,陳政初,Bioray Biotech,"No. 21-3, Shennong E. Rd., Changzhi Township,Pingtung County 908, Taiwan",08-7623751,investor@bio-ray.com.tw,http://www.bio-ray.com.tw,－,－,－,－,http://www.bio-ray.com.tw
77,7595,世基生物醫學股份有限公司,世基生醫,生技醫療業,－,台北市內湖區舊宗路2段171巷17號4樓,27953682,陳錦澤,詹富慧,詹富慧,總經理,陳冠志,(02)2798-5885,94/09/28,109/12/22,新台幣 10.0000元,434650000,43465000,0,0,合併,每年,股東會,元富證券股份有限公司股務代理部,(02)2768-6668,台北市松山區光復北路11巷35號B1,資誠聯合會計師事務所,黃金連,王照明,Pharmigene,"4F., No. 17, Ln. 171, Sec. 2, Jiuzong Rd., Neihu Dist.Taipei City 11494, Taiwan(R.O.C)",(02)2627-5069,service@pharmigene.com,www.pharmigene.com.tw,－,－,－,－,0
