,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
39,3052,夆典科技開發股份有限公司,夆典,建材營造,－,新北市中和區新民街112號4樓,20730758,郭國華,郭國華,吳秀玲,財務會計部處長,黃傑,2223-4099,65/08/09,84/11/25,新台幣 10.0000元,2287135540,228713554,0,0,合併,每年,股東會,元大證券股份有限公司,02-2586-5859,台北市承德路三段210號B1,資誠聯合會計師事務所,廖福銘,陳晉昌,APEX,"4F, NO.112, SHIN-MIN ST, CHUNGHO CITY,TAIPEI,TAIWAN,R.O.C.",2223-3660,Yvonne@apexgrp.com.tw,www.apexgrp.com.tw,吳秀玲,財務會計部處長,2223-4099,Yvonne@apexgrp.com.tw,http://www.apexgrp.com.tw/investor/investor_06.html
40,3056,總太地產開發股份有限公司,總太,建材營造,－,新竹縣竹北市福興路875號3樓,16264908,翁毓羚,吳舜文副董事長代理,陳思翰,總經理特助,柯惠文,04-2302-6018,86/11/10,92/03/03,新台幣 10.0000元,2107907080,210790708,0,0,合併,每年,股東會,統一綜合證券(股)公司,02-2747-8266,105臺北市松山區東興路8號地下一樓,勤業眾信聯合會計師事務所,蔣淑菁,曾棟鋆,Zongtai,"3F., No.875, Fuxing Rd., Zhubei CityHsinchu County 302, Taiwan (R.O.C.)",04-2302-6019,3056zt@zongtai.com.tw,http://zte.zongtai.com.tw/,陳思翰,總經理特助,070-1010-5748,kb0467@zongtai.com.tw,https://zte.zongtai.com.tw/investors/stakeholder
41,3266,昇陽建設企業股份有限公司,昇陽,建材營造,－,台北市大安區忠孝東路四段289號12樓,84141187,麥寬成,簡伯殷,簡伯殷,總經理,魏岱霖,02-27771355,82/03/17,103/12/24,新台幣 10.0000元,3523143090,352314309,0,0,合併,每年,股東會,日盛證券股份有限公司,02-25419977,台北市南京東路二段85號7樓,安侯建業聯合會計師事務所,韓沂璉,簡蒂暖,SUNTY,"11F, No289, Sec.4, Zhongxiao E. Rd.,Da-an Dist.Taipei City 106, Taiwan( R. O. C)",02-27418097,mag_chen@sunty.com.tw,http://www.sunty.com.tw,陳世慧,副理,02-27771355,mag_chen@sunty.com.tw,http://www.sunty.com.tw/suntyCSR/stakeholder.html
42,3703,欣陸投資控股股份有限公司,欣陸,建材營造,－,臺北市大安區敦化南路二段九十五號,28993629,殷琪,張方欣,林宗錕,協理,劉嘉珆,02-37012000,99/04/08,99/04/08,新台幣 10.0000元,8232159800,823215980,0,0,合併,每年,董事會,台新證券股務代理部,02-25048125,台北市建國北路一段96號B1,安侯建業聯合會計師事務所,陳宗哲,張淑瑩,CHC,"No 95, Dun-Hua South Road, Sec. 2Taipei,Taiwan,R.O.C.",02-37012999,http://www.continental-holdings.com,http://www.continental-holdings.com,林宗錕,協理,02-37012000,ir@continental-holdings.com,http://www.continental-holdings.com/zh/content/%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA%E5%B0%8
43,5515,建國工程股份有限公司,建國,建材營造,－,台北市敦化南路二段67號20樓,46298200,吳昌修,董世寧,孫百佐,財務長,孔思嘉,2784-9730,49/11/21,92/10/06,新台幣 10.0000元,2574401050,257440105,0,0,合併,每年,股東會,元大證券股份有限公司,02-2586-5859,台北市承德路三段210號地下一樓,勤業眾信聯合會計師事務所,林文欽,陳俊宏,CHIEN KUO,"20F., No. 67, Tun Hua S. Road, Sec. 2 Taipei, Taiwan, R.O.C",27057895,spokesman@ckgroup.com.tw,http://www.ckgroup.com.tw,王進財,財務經理,02-27849730 ext313,jintsai_wang@ckgroup.com.tw,http://www.ckgroup.com.tw/responsibility/
44,5519,隆大營建事業股份有限公司,隆大,建材營造,－,高雄市前鎮區民權二路380號18樓之1,85898033,陳武聰,洪茂源,馮淑卿,副總經理,洪茂源,07-3367041,71/04/30,103/02/10,新台幣 10.0000元,2191971800,219197180,0,0,個別,每年,股東會,永豐金證券股務代理部,02-23816288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,陳政初,胡子仁,LD,"Rm1, 18th Floor, 380 Min Chuuan 2nd RoadKaohsiung Taiwan R.O.C.",07-3366685,longda@longda.com.tw,www.longda.com.tw,馮淑卿,副總經理,07-3367041,longda@longda.com.tw,www.longda.com.tw
45,5521,工信工程股份有限公司,工信,建材營造,－,台北市市民大道四段102號8樓,03028404,陳煌銘,江啟靖,劉德彰,稽核主管,黃麗宛,(02)27514188,36/02/01,101/12/18,新台幣 10.0000元,4922801550,492280155,0,0,合併,每年,股東會,元大證券股務代理部,02-25865859,台北市大同區承德路三段210號B1,資誠聯合會計師事務所,林瑟凱,文雅芳,KSECO,"CIVIL BOULEVARD. Sec.4,102,8F Taipei Taiwan R.O.C.",(02)27218027,kseco@kseco.com.tw,http://www.kseco.com.tw,阮彥萍,專員,2751-4188#508,kseco@kseco.com.tw,http://www.kseco.com.tw/tw/related.html
46,5522,遠雄建設事業股份有限公司,遠雄,建材營造,－,台北市信義區基隆路一段200號16樓,04673318,趙文嘉,湯佳峰,蕭君如,協理,謝清林,2723-9999,67/08/09,96/08/06,新台幣 10.0000元,7815962410,781596241,0,0,合併,每半會計年度,董事會,元大證券股份有限公司,2586-5859,台北市承德路3段210號地下一樓,資誠聯合會計師事務所,翁世榮,林鈞堯,Farglory,"16F No.200, Keelung Rd. Sec 1Taiwan, Taipei",2729-1519,b3731@farglory.com.tw,http://www.farglory-land.com.tw/,蕭君如,協理,2723-9999,b3731@farglory.com.tw,http://www.farglory-land.com.tw/
47,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
48,5525,順天建設股份有限公司,順天,建材營造,－,台中市文心路二段201號3樓,22764965,柯興樹,林丙申,林丙申,總經理,沈琬雯,04-22595777,76/11/28,93/11/26,新台幣 10.0000元,2645912660,264591266,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27035000,台北市大安區敦化南路二段97號B2,建智聯合會計師事務所,陳靜宜,黃祥穎,SWEETEN,"3F.NO201.SEC.2, RD.WEN HSIN .TAICHUNG.TAIWAN.ROC.",04-22581901,sweeten@sweeten.com.tw,www.sweeten.com.tw,林丙申,總經理,04-22595777,sweeten@sweeten.com.tw,www.sweeten.com.tw
49,5531,鄉林建設事業股份有限公司,鄉林,建材營造,－,台中市西區台灣大道二段408號,23641822,賴正鎰,賴正鎰,洪勝義,特別助理,無,04-23227777,79/05/29,94/01/31,新台幣 10.0000元,9775892450,977589245,0,0,合併,每年,股東會,富邦綜合證券股份有限公司,02-23611300,台北市許昌街17號2樓,國富浩華聯合會計師事務所,王日春,王家祥,Shining,"No.408,sec.2,Taiwan Blvd.,West Dist.,Taichung City ,Taiwan (R.O.C.)",04-23226080,ac-peggy@shininggroup.com.tw,http://www.shininggroup.com,陳重元,財務長,04-23227777,barry0937@gmail.com,http://www.shininggroup.com.tw
50,5533,皇鼎建設開發股份有限公司,皇鼎,建材營造,－,台北市敦化南路一段294號3樓,23988653,劉信雄,劉華興,曹羅方,執行副總,財務部協理鄭燕芬,27025887,80/04/20,97/04/30,新台幣 10.0000元,2852449440,285244944,0,0,合併,每年,董事會,台新綜合證券(股)股務代理部,25048125,台北市建國北路一段96號地下1樓,勤業眾信聯合會計師事務所,呂宜真,林宜慧,FOUNDING,"3F, 294 , Tun Tua S. Rd. , Sec 1 Taipei,Taiwan",27073554,founding@founding.com.tw,www.founding.com.tw,曹羅方,執行副總,27025887-224,raphael@founding.com.tw,http://www.founding.com.tw/stock/stock_6.php
51,5534,長虹建設股份有限公司,長虹,建材營造,－,台北市北平東路30號11樓,04633597,李文造,李耀中,陳茂慶,財務長,聶淑雯,02-2396-3280,64/12/04,93/05/24,新台幣 10.0000元,2903259600,290325960,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,(02)2703-5000,(106)台北市敦化南路二段97號B2,安侯建業聯合會計師事務所,莊鈞維,于紀隆,CHONG HONG,"11F., No.30, Beiping E. Rd., Zhongzheng Dist.,Taipei 100, Taiwan, R.O.C.",02-2396-9808,fin@chonghong.com.tw,http://www.chonghong.com.tw,陳茂慶,財務長&發言人,02-2396-3280,fin@chonghong.com.tw,http://www.chonghong.com.tw
52,5546,永固集團股份有限公司,永固-KY,建材營造,KY 開曼群島,台北市松山區復興北路99號15樓,77211448,簡國釧,林皇智,簡國釧,董事長,李中平,(02)27157546,105/05/27,109/05/20,新台幣 10.0000元,823395520,82339552,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)66365566,100台北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,黃世鈞,吳郁隆,YGI,"5F., No. 99-1, Fuxing N. Rd., Songshan Dist., Taipei City 105Taiwan (R.O.C.)",(02)27157501,yonggu@yg1999.com,http://www.yg1999.com/tw/,李中平,總經理,(02)27157545,yonggu@yg1999.com,http://www.yg1999.com/tw/flzq/
53,6177,達麗建設事業股份有限公司,達麗,建材營造,－,台北市中山區建國北路一段96號10樓,04477420,謝志長,謝志長,廖政雄,法務部協理,柳靜枝,02-25061966,66/10/04,102/08/01,新台幣 10.0000元,3879106160,387910616,0,0,合併,每年,董事會,元大證券(股)公司股務代理部,(02)2586-5859,10366台北市承德路三段210號地下一樓,立本台灣聯合會計師事務所,劉克宜,張書成,"DA-LI CO.,LTD.","10F., No.96, Sec. 1, Jianguo N. Rd., Zhongshan Dist.,Taipei City 10489, Taiwan (R.O.C.)",02-25061989,service.home@da-li.com.tw,http://www.da-li.com.tw,廖政雄,法務部協理,02-25061966,CH.liao@da-li.com.tw,http://www.da-li.com.tw/contact2.htm
54,9906,欣巴巴事業股份有限公司,欣巴巴,建材營造,－,高雄市前鎮區民權二路6號27樓,33428716,黃〝火冏〞輝,張宏圖,李鎮宇,財務長,黃秀媚,07-5378899,56/01/16,79/12/15,新台幣 10.0000元,833439810,83343981,0,0,合併,每年,股東會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,吳秋燕,許凱甯,HSIN BA BA,"27F., No.6, Minquan 2nd Rd., Qianzhen Dist.,Kaohsiung City 80661, Taiwan (R.O.C.)",07-5377699,hsinbabair@baba6688.com.tw,http://www.hsinbaba.com.tw,許宸如,會計襄理,07-5361624,hsinbabair@baba6688.com.tw,http://www.hsinbaba.com.tw
55,9946,三發地產股份有限公司(原:金革),三發地產,建材營造,－,台北市松山區八德路3段30號12樓,84466749,鍾鼎晟,鍾鼎晟,蔡文玲,副總經理,洪俊偉,2570-9988,82/09/20,102/09/17,新台幣 10.0000元,3265541500,326554150,0,0,合併,每年,股東會,元大證券股份有限公司,25865859,台北市大同區承德路3段210號B1,安侯建業聯合會計師事務所,韓沂璉,黃欣婷,SANFAR,"12F, No.30, Section 3, Bade Road, Songshan DistrictTaipei City, Taiwan",2570-6985,contact01@sanfar.com.tw,https://www.sanfar.com.tw,林佳縉,投資人關係,2570-9988,contact01@sanfar.com.tw,https://www.sanfar.com.tw/zh-TW/investor#investors1
