,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
101,2442,新美齊股份有限公司,新美齊,電腦及週邊設備業,－,台北市114內湖區陽光街300號7樓,22006274,林傳捷,紀榮村,林傳捷,董事長,廖育嫺,(02)5582-8168,75/01/11,89/11/22,新台幣 10.0000元,2446355600,244635560,7946034,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,郭欣頤,寇惠植,JEAN,"7F, NO.300, Yang Guang St., Nei Hu,Taipei, Taiwan, R.O.C.",(02)5582-1718,jean.fin@jean.com.tw,http://www.jean.com.tw,廖育嫺,財務會計處長,(02)5582-8168#4301,emma.liao@jean.com.tw,http://www.jean.com.tw/stakeholder.php
102,2444,兆勁科技股份有限公司,兆勁,通信網路業,－,新竹科學園區苗栗縣竹南鎮科研路50-8號2樓,89549446,紀政孝,紀政孝,鄭清讚,財會部副總經理,賴博文,037-580777,84/06/12,89/12/08,新台幣 10.0000元,1055575730,105557573,16142913,0,個別,每年,股東會,康和綜合證券股份有限公司,02-87871888,台北市信義區基隆路一段176號B1,卓群聯合會計師事務所,方冠智,葉璨增,AboCom,"2F., No. 50-8, Keyan Rd., Zhunan TownshipMiaoli County,Taiwan,R.O.C.",037-580799,kevin.lee@abocom.com.tw,http://www.abocom.com.tw,李大彰,總管理處資深副總經理,037-580777,kevin.lee@abocom.com.tw,http://www.abocom.com.tw
103,2449,京元電子股份有限公司,京元電子,半導體業,－,新竹市公道五路二段81號,22507241,李金恭,劉安炫,趙敬堯,副總經理暨財務長,張垂欽,(03)575-1888,76/05/28,90/05/09,新台幣 10.0000元,12227450650,1222745065,0,0,合併,每年,股東會,宏遠證券股份有限公司,(02)7719-8899,台北市信義路四段236號3樓,安永聯合會計師事務所,郭紹彬,傅文芳,KYEC,"No. 81 , Sec.2 , Gongdaowu Rd.,Hsin-Chu 300,Taiwan,R.O.C",(03)575-3899,invest@kyec.com.tw,www.kyec.com.tw,張垂欽,處長,(03)5751888ext.28200,aaronchang@kyec.com.tw,http://www.kyec.com.tw/csr/csr_stakeholder.aspx
104,2450,神腦國際企業股份有限公司,神腦,通信網路業,－,新北市新店區中正路531號2樓,12228473,賴勁麟,林保雍,廖健淇,財務長,賴冠亨,02-22183588,68/05/18,90/05/24,新台幣 10.0000元,2582526570,258252657,0,0,合併,每年,董事會,台新證券股務代理部,02-25048125,台北市建國北路一段96號B1,勤業眾信聯合會計師事務所,張鼎聲,郭政弘,SENAO,"2F,No.531,Chung Cheng RoadHsin-Tien ,New Taipei City, Taiwan,R.O.C",02-22183608,Investor@senao.com.tw,http://www.senao.com.tw,賴冠亨,財務經理,22183588,Investor@senao.com.tw,http://www.senao.com.tw/invest11.php
105,2451,創見資訊股份有限公司,創見,半導體業,－,台北市內湖區行忠路70號,23446187,束崇萬,洪完勳,蕭聖穎,財務長,林靜怡,02-27928000,78/08/30,90/05/03,新台幣 10.0000元,4290616750,429061675,0,0,合併,每年,董事會,中國信託商業銀行,02-6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,林鈞堯,陳晉昌,Transcend,"No. 70, XingZhong Rd., NeiHu Dist.Taipei, Taiwan, R.O.C.",02-27921614,IR@transcend-info.com,http://www.transcend-info.com,蕭聖穎,財務長,02-27928000*7533,ir@transcend-info.com,http://tw.transcend-info.com/about/stakeholders
106,2453,凌群電腦股份有限公司,凌群,資訊服務業,－,台北市峨眉街115號6樓,04967550,劉瑞復,劉瑞隆,曾景川,副總經理,陳志忠,(02)2191-6066,64/07/17,90/05/22,新台幣 10.0000元,1000000000,100000000,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,(02)2702-3999,台北市敦化南路二段97號地下2樓,勤業眾信聯合會計師事務所,戴信維,陳培德,SYSCOM,"6F.,NO.115, EMEI ST.,WANHUA DIST.,TAIPEI,TAIWAN,R.O.C.",(02)23880965,info@syscom.com.tw,http://www.syscom.com.tw,王碧媜,經理,(02)2191-6066轉2022,jamies_wang@syscom.com.tw,http://www.syscom.com.tw/investor/It_StakeHolder.aspx
107,2454,聯發科技股份有限公司,聯發科,半導體業,－,新竹科學工業園區新竹市篤行一路1號,84149961,蔡明介,陳冠州,顧大為,財務長,王巧潔,(03)5670766,86/05/28,90/07/23,新台幣 10.0000元,15988419980,1598841998,0,0,合併,每年,股東會,中國信託商業銀行股務代理部,02-6636-5566,100台北市重慶南路一段83號5樓,安永聯合會計師事務所,郭紹彬,傅文芳,MTK,"No. 1, Dusing Rd. 1, HsinChu Science Park,HsinChu , Taiwan 300, R.O.C",(03)5670511,ir@mediatek.com,http://www.mediatek.com,王巧潔,經理,03-5670766,ir@mediatek.com,http://www.mediatek.com/zh-TW/about/citizenship/stakeholder-engagement/
108,2455,全新光電科技股份有限公司,全新,通信網路業,－,桃園市平鎮區工業一路16號,97170472,陳建良,黃朝興,蔣志青,財務處處長,蘇展祿,03-4192969,85/11/26,91/01/24,新台幣 10.0000元,1849059180,184905918,0,0,個別,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,資誠聯合會計師事務所,周筱姿,賴宗羲,VPEC,"No.16, Gongye 1st Rd., Pingzhen Dist.,Taoyuan City 324, Taiwan (R.O.C.)",03-4192979,chris@vpec.com.tw,http://www.vpec.com.tw,蔣志青,財務處處長,03-4192969#706,chris@vpec.com.tw,http://www.vpec.com.tw/vpec/homeweb/about.php?menu1=M100004&menu2=M200033&level=2
109,2457,飛宏科技股份有限公司,飛宏,電子零組件業,－,桃園市龜山區復興三路568號,30435973,林中民,林洋宏,林洋宏,總經理,林中民,(03)3277288,61/12/12,90/09/17,新台幣 10.0000元,3376884160,337688416,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,吳恪昌,洪國田,PHIHONG,"No.568, Fuxing 3rd Rd.Guishan Dist., Taoyuan City, Taiwan",(03)3286556,stella_chung@phihong.com.tw,www.phihong.com.tw,林洋宏,總經理,(03)3277288,spokesman@phihong.com.tw,www.phihong.com.tw
110,2458,義隆電子股份有限公司,義隆,半導體業,－,新竹科學園區新竹縣創新一路十二號,84149224,葉儀皓,葉儀皓,劉代銘,處長,白又潔,03-5639977,83/05/05,90/09/17,新台幣 10.0000元,3038803920,303880392,0,0,合併,每年,股東會,元富證券股份有限公司,02-27686668,台北市松山區光復北路11巷35號地下1樓,安侯建業聯合會計師事務所,周寶蓮,曾渼鈺,ELAN,"NO.12, INNOVATION RD.1, SCIENCE-BASED INDUSTRIAL PARKHSINCHU, TAIWAN, R.O.C.",03-5781623,addldm@emc.com.tw,http://www.emc.com.tw/,江巧伶,專案副理,(03)5639977,emily@emc.com.tw,http://www.emc.com.tw/twn/Social_Responsibility06.asp
111,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
112,2459,敦吉科技股份有限公司,敦吉,其他電子業,－,臺北市內湖路1段120巷8號,20863763,鍾正宏,鍾元凱,陳良德,副總經理,蘇文揚,02-87976688,69/08/07,90/09/17,新台幣 10.0000元,1055956150,105595615,0,0,合併,每年,董事會,兆豐證券股務代理部,02-33930898,臺北市中正區忠孝東路二段９５號１樓,安永聯合會計師事務所,王瑄瑄,余倩如,AUDIX,"No. 8, Lane 120, Sec. 1, Neihu Rd., Taipei, Taiwan, R.O.C.TAIPEI.TAIWAN.R.O.C.",26597115,audixhqa@audix.com,www.audix.com,陳良德,副總經理,02-87976688,dani_chen@audix.com,http://www.audix.com.tw/_tw/01_audix/04_contactus2.aspx
113,2460,建通精密工業股份有限公司,建通,電子零組件業,－,高雄市路竹區大同路513巷138號,84433564,蘇敦禮,何易霖,陳正澔,稽核室主任,陳沛(人予),(07)6963037,82/07/16,90/09/17,新台幣 10.0000元,1692000000,169200000,0,0,合併,每年,股東會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,江佳玲,廖鴻儒,GEM,"NO.138,LANE 513,TA-TUNG ROAD,LU-CHU DISTKAOHSIUNG CITY,TAIWAN,R.O.C.",(07)6962666,service@ms.gem.com.tw,http://www.gem.com.tw,陳正澔,稽核室主任,(07)6963037-1290,shareholder@ms.gem.com.tw,http://www.gem.com.tw/fin/stap.htm
114,2461,光群雷射科技股份有限公司,光群雷,其他電子業,－,新竹市科學工業園區力行六路一號,22099322,郭維武,郭維武,黃千鳳,財務長,蔡右玫,03-5770316,77/04/29,90/09/17,新台幣 10.0000元,1643246310,164324631,0,0,合併,每季,董事會,福邦證券股份有限公司股務代理部,02- 2371-1658,(10041) 台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,徐文亞,黃毅民,K LASER,"1 LI HSIN RD. VI SCIENCE-BASED INDUSTRIAL PARKHSINCHU, TAIWAN",03-5638430,klasergroup@klasergroup.com,www.klasergroup.com,黃千鳳,財務長,03-5770316,IR-KLTW@klasergroup.com,www.klasergroup.com
115,2462,台灣良得電子股份有限公司,良得電,電子零組件業,－,(22206)新北市深坑區北深路三段272號,04877657,陳龍水,陳龍水,江文裕,董事長特助,譚瑞貞,(02)2662-5600,67/08/15,90/09/17,新台幣 10.0000元,1419345960,141934596,28000000,0,合併,每年,股東會,統一綜合證券股份有限公司,2746-3797,台北市東興路8號B1,資誠聯合會計師事務所,李秀玲,徐明釧,LINETEK,"272 Sec.3,Bei Shen Rd.,Shen KengNew Taipei City,Taiwan. R.O.C",(02)2662-2744,tom.chiang@linetek.com.tw,http://www.linetek.com.tw,江文裕,董事長特助,(02)2662-5600分機147,tom.chiang@linetek.com.tw,http://www.linetek.com.tw/SL/#/InvRes
116,2464,盟立自動化股份有限公司,盟立,其他電子業,－,新竹市科學工業園區研發二路3號,22099478,孫弘,孫弘,林芳毅,財務長,張逸慈,(03)5783280,78/02/02,90/09/17,新台幣 10.0000元,1955312260,195531226,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段八十三號五樓,勤業眾信聯合會計師事務所,蔡美貞,陳明煇,Mirle,"No.3,R&D Road Ⅱ,Science Park,Hsinchu, 30076, Taiwan",(03)5678478,service@mirle.com.tw,http://www.mirle.com.tw,林芳毅,財務長,(03)5783280,invest@mirle.com.tw,https://www.mirle.com.tw/About/Stakeholder
117,2465,麗臺科技股份有限公司,麗臺,電腦及週邊設備業,－,新北市中和區建一路166號18樓,22325002,盧崑山,盧崑山,楊智昆,董事長特別助理,陳立勳,02-82265800,75/10/24,90/09/19,新台幣 10.0000元,535873010,53587301,0,0,合併,每年,股東會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,羅瑞蘭,郭冠纓,LEADTEK,"18F, No.166, Jian-Yi Road, Chung-Ho DistrictNew Taipei City, Taiwan, R.O.C.",02-82265801,thomas@leadtek.com.tw,http://www.leadtek.com.tw,楊智昆,董事長特別助理,02-82265800-201,michaelyang@leadtek.com.tw,http://www.leadtek.com/cht/company/investor_financial.aspx
118,2466,冠西電子企業股份有限公司,冠西電,光電業,－,新北市中和區連城路258號11樓,34348590,蔡乃成,趙嘉吉,趙嘉吉,總經理,洪羽涵,(02)8226-9893,70/05/25,90/09/17,新台幣 10.0000元,1614716170,161471617,7209400,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,蔡亦臺,梁嬋女,COSMO,"11F., No. 258,Liancheng Rd.,Zhonghe Dist., New Taipei City, Taiwan (R.O.C.)Taipei, Taiwan",(02)8226-2800,cosmo.pio@cosmo-inc.com,www.cosmo-ic.com,洪羽涵,財務長,(02)8226-9893,cosmo.pio1@cosmo-inc.com,http://www.cosmo-ic.com/InvestorSH.asp
119,2467,志聖工業股份有限公司,志聖,電子零組件業,－,新北市林口區工二工業區工八路2-1號,07618057,梁茂生,梁茂生,張瓊瑤,經理,簡幸怡,02-26010700,67/04/18,90/09/17,新台幣 10.0000元,1521896590,152189659,0,0,合併,每年,股東會,統一綜合證券股份有限公司,02-27463797,台北市松山區東興路8號B1,資誠聯合會計師事務所,李典易,江采燕,C SUN,"No. 2-1 Kung 8 Road, 2nd Industrial Park, Lin KouTaipei Taiwan",02-26018825,margaret@csun.com.tw,www.csun.com.tw,張瓊瑤,經理,02-26010700,margaret@csun.com.tw,https://www.csun.com.tw/investor-relations/%e5%88%a9%e5%ae%b3%e9%97%9c%e4%bf%82%e4%ba%ba/
120,2468,華經資訊企業股份有限公司,華經,資訊服務業,－,台北市內湖區行愛路78巷25號6樓,12115702,魏幸雄,唐宇華,陳秀月,財務副總經理,吳靜宜經理,27935566,66/04/11,90/09/17,新台幣 10.0000元,699612490,69961249,0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,2389-2999,北市重慶南路一段2號5樓,勤業眾信會計師事務所,蔡侑玲,林文欽,FIS,"No. 25, LANE 78, XINGAI ROAD,TAIPEI,TAIWAN ,R.O.C",55551111,fa@fis.com.tw,http://www.fis.com.tw,陳秀月,財務副總經理,27935566-2226,carrie.chen@fis.com.tw,http://www.fis.com.tw
121,2471,資通電腦股份有限公司,資通,資訊服務業,－,台北市中山北路2段111號3樓,20873360,余宏揚,林聖懿,林聖懿,總經理,從缺,(02)25221351,69/12/03,90/09/17,新台幣 10.0000元,472538900,47253890,0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,資誠聯合會計師事務所,林一帆,廖福銘,ARES,"3RD FL., 111,SEC, 2, CHUNG-SHAN N. RD.TAIPEI, TAIWAN 104, REPUBLIC OF CHINA",(02)25516448,frank@ares.com.tw,www.ares.com.tw,丁孝儀,資深辦事員,(02)2522-1351#813,shiawyi@ares.com.tw,http://www.ares.com.tw/about-ares/stakeholder/
122,2472,立隆電子工業股份有限公司,立隆電,電子零組件業,－,台中市大里區國光路一段147號,52358985,吳德銓,吳志銘,張真卿,董事長特別助理,林詣盛,(04)24181856,65/02/12,90/09/17,新台幣 10.0000元,1621595790,162159579,0,0,合併,每年,股東會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,安永聯合會計師事務所,黃宇廷,陳明宏,LELON,"147, Sec. 1, Guoguang Rd.,Dali District, Taichung, Taiwan",(04)24181906,service@lelon.com.tw,www.lelon.com.tw,張真卿,董事長特別助理,(04)24181856,service@lelon.com.tw,www.lelon.com.tw
123,2474,可成科技股份有限公司,可成,其他電子業,－,台南市永康區仁愛街398號,69905810,洪水樹,洪天賜,葉文中,董事長室特別助理,侯乃鳳,06-2539000,73/11/23,90/09/17,新台幣 10.0000元,7616180690,761618069,0,0,合併,每半會計年度,董事會,中國信託商業銀行代理部,02-6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,廖鴻儒,李季珍,CATCHER,"No 398,RenAi StreetYongKang Dist.,Tainan City,Taiwan,R.O.C",06-2547974,IR@catcher-group.com,www.catcher-group.com,侯乃鳳,投資人關係經理,02-27015900#2811,IR@catcher-group.com,http://www.catcher-group.com/investor.aspx
124,2476,鉅祥企業股份有限公司,鉅祥,電子零組件業,－,桃園市新屋區九斗里8鄰九洲路1號,04403568,林於晃,林映碩,廖文(女英),財務部經理,胡秀德,(03)4775141,64/02/01,90/09/17,新台幣 10.0000元,1878322980,187832298,0,0,合併,每年,股東會,群益金鼎證券(股)公司股務代理部,(02)2702-3999,台北市敦化南路二段97號B2,致遠聯合會計師事務所,曾瓊慧,曾瑞燕,GS,"No.1, Jiuzhou Rd., Hsinwu Dist., Taoyuan City, Taiwan, R.O.C.TAOYUAN,TAIWAN,R.O.C.",(03)4778017,list2476@mail.gs.com.tw,www.gs.com.tw,廖文(女英),財務部經理,(03)4775141,winy@mail.gs.com.tw,www.gs.com.tw
125,2477,美隆工業股份有限公司,美隆電,其他電子業,－,桃園市桃園區幸福路99號,33750329,吳維忠,吳明賢,郭力榕,協理,陳孟燐,03-3261611,62/01/15,90/09/17,新台幣 10.0000元,1982165550,198216555,0,0,合併,每年,股東會,元大證券股份有限公司,2586-5859,台北市承德路三段210號B1,大中國際聯合會計師事務所,林月霞,李聰明,MEILOON,"No 99, XingFu Rd , Taoyuan DistTaoyuan City , Taiwan 33051, R.O.C.",03-2703308,eva.kuo@meiloon.com,www.meiloon.com.tw/,郭力榕,協理,03-3261611,eva.kuo@meiloon.com,www.meiloon.com.tw/
126,2478,大毅科技股份有限公司,大毅,電子零組件業,－,桃園市蘆竹區山鼻里3鄰南山路二段470巷26號1樓,23534301,江財寶,江財寶,劉俐妏,副總經理,賴晉憲,03-3246169,78/12/28,90/09/17,新台幣 10.0000元,1447376390,144737639,0,0,合併,每年,股東會,統一綜合證券股份有限公司,02-27478266,台北市松山區東興路8號B1樓,致遠聯合會計師事務所,呂瑞文,曾瓊慧,TA-I,"1F,NO.26,LANE 470,SEC.2,NANSHAN ,3 LIN SHAN-PI VILLAGE,LU-CHU DIST,TAOYUAN TAIWAN,R.O.C",03-3247410,adidas.lai@tai.com.tw,http://www.tai.com.tw,賴晉憲,協理,03-3246169,invest@tai.com.tw,http://www.tai.com.tw
127,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
128,2480,敦陽科技股份有限公司,敦陽科,資訊服務業,－,新竹市東大路二段83號12F之1,84218848,梁修宗,梁修宗,瞿瑞華,行政資材中心副總,黃新琪,03-5425566,82/03/24,90/09/17,新台幣 10.0000元,1063602910,106360291,0,0,合併,每年,董事會,元大證券(股)公司股務代理部,02-25865859,台北市承德路三段210號B1,安永聯合會計師事務所,許新民,鄭清標,STARK,"12F-1 NO.83 SEC.2 TUNG-TA RD.,HSINCHU TAIWAN, R.O.C",03-5422678,JENNIFER.CHU@STI.COM.TW,WWW.STI.COM.TW,瞿瑞華,行政資材中心副總,03-5425566#61710,Jennifer.Chu@sti.com.tw,http://www.sti.com.tw/-17
129,2481,強茂股份有限公司,強茂,半導體業,－,高雄市岡山區岡山北路24號,22145016,方敏清,方敏清,沈盈秀,財務長,謝百成,07-6213121,75/05/20,90/09/17,新台幣 10.0000元,3828149270,382814927,0,0,合併,每年,董事會,元大證券股份有限公司,02-25865859,台北市承德路3段210號地下1樓,安永聯合會計師事務所,陳政初,傅文芳,PANJIT,"No.24, Gangshan N. Rd., Gangshan Dist.,Kaohsiung City 820, Taiwan (R.O.C.)",07-6213129,investor@panjit.com.tw,www.panjit.com.tw,沈盈秀,財務長,(07)961-1105,investor@panjit.com.tw,https://www.panjit.com.tw/tw/CSR/stakeholder
130,2482,連宇股份有限公司,連宇,其他電子業,－,新北市土城區自強街15巷1號1樓,38430938,羅鋇,羅鋇(暫代),蔡義倫,專案經理,賈惠梅,2268-7075,72/10/06,90/09/19,新台幣 10.0000元,620725490,62072549,0,0,合併,每年,股東會,元大證券股份有限公司,2586-5859,(103)臺北市大同區承德路3段210號B1,正風聯合會計師事務所,曾國富,賴家裕,UIC,"1F., No.1, Ln. 15, Ziqiang St., Tucheng Dist.,New Taipei City 236, Taiwan(R.O.C.)",2268-6327,TSE@uniform.com.tw,https://uicpayworld.com/,蔡義倫,專案經理,2268-7075,allentsai@uniform.com.tw,https://uicpayworld.com/wp-content/uploads/2018/10/2016stakeholder.pdf
131,2483,百容電子股份有限公司,百容,電子零組件業,－,台中市南屯區工業區25路20號,52753108,廖本林,廖本林,蔡荻宜,財務部經理,林淑真,04-23598668,70/12/08,90/09/17,新台幣 10.0000元,1090938070,109093807,0,0,合併,每年,董事會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,蘇定堅,戴信維,ECE,"NO.20,25RD. TAICHUNG INDUSTRIAL PARK,TAICHUNG 408, TAIWAN.",04-36016658,judy@mail.ece.com.tw,http://www.ece.com.tw,蔡荻宜,財務部經理,04-23598668-1272,judy@mail.ece.com.tw,http://www.ece.com.tw/zh/about-detail.php?id=5
132,2484,希華晶體科技股份有限公司,希華,電子零組件業,－,427台中市潭子區中山路三段111巷1-1號,22771229,曾穎堂,曾榮孟,游淑貞,經理,黃玲玲,04-25347909,77/01/26,90/09/17,新台幣 10.0000元,1594210220,159421022,0,0,合併,每年,股東會,統一綜合證券股份有限公司,02-27463797,台北市東興路8號地下一樓,安永聯合會計師事務所,陳明宏,黃宇廷,SIWARD,"No.1-1,Lane 111,Sec.3,Jungshan Rd.,Tantz Dist,Taichung ,Taiwan 42756,R.O.C.",04-25337396,catherine@mail.siward.com.tw,http://www.siward.com,游淑貞,經理,04-25347909-1238,catherine@mail.siward.com.tw,http://www.siward.com.tw/tw/stakeholders.php
133,2485,兆赫電子股份有限公司,兆赫,通信網路業,－,新北市中和區員山路512號7樓,12320400,黃啟瑞,林慶輝,何文順,財務長,何文順,(02)2225-1929,70/03/18,90/09/17,新台幣 10.0000元,3176890370,317689037,0,0,合併,每年,股東會,元大證券股份有限公司,(02)2586-5859,103台北市承德路3段210號B1,資誠聯合會計師事務所,梁益彰,林瑟凱,ZINWELL,"7F., No 512, Yuanshan Rd., Zhonghe Dist.,New Taipei City 235, Taiwan (R.O.C.)",(02)2221-4971,zinwell@zinwell.com.tw,http://www.zinwell.com.tw,何文順,財務長,(02)2225-1929,wenshun@zinwell.com.tw,http://www.zinwell.com.tw/investors_ch/investor_contact.html
134,2486,一詮精密工業股份有限公司,一詮,光電業,－,新北市新莊區五工五路17號,35866232,周萬順,周萬順,楊柏榮,協理,陳志勇,2299-0001,66/08/18,90/09/19,新台幣 10.0000元,2219585790,221958579,0,0,合併,每年,董事會,日盛證券股份有限公司,2541-9977,台北市中山區南京東路二段85號7樓,資誠聯合會計師事務所,馮敏娟,林雅慧,I-CHIUN,"17,Wu Gung Wu RdShin-Chuang District,New Taipei City,ROC",22994529,paijung@i-chiun.com.tw,www.i-chiun.com.tw,楊柏榮,協理,(02)22990001,paijung@i-chiun.com.tw,http://www.i-chiun.com.tw/_ch/01_about/01_detail.php?ID=13
135,2488,漢平電子工業股份有限公司,漢平,其他電子業,－,台南市仁德區中正路三段256號,68889236,劉深鏗,劉深鏗,劉深鏗,董事長兼總經理,朱文賢,(06)2791717,58/04/01,90/09/17,新台幣 10.0000元,799994330,79999433,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,田中玉,劉子猛,HANPIN,"NO.256 SEC. 3,CHUNG CHENG ROAD, JEN TEH DISTRICT,TAINAN CITY, TAIWAN",(06)2492139,joanne.chen@hanpin.com.tw,www.hanpin.com.tw,朱文賢,財務副總,(06)2791717,joanne.chen@hanpin.com.tw,http://www.hanpin.com.tw/C_6_Investors_06.html
136,2489,瑞軒科技股份有限公司,瑞軒,光電業,－,新北市中和區連城路268號17樓,84929896,吳春發,吳旭軒,邱裕平,財務長,N.A.,(02)8228-0505,83/08/11,90/09/17,新台幣 10.0000元,7600000000,760000000,0,0,合併,每半會計年度,董事會,褔邦證券股份有限公司,(02)2371-1658,100 台北市中正區忠孝西路一段６號６樓,資誠聯合會計師事務所,吳漢期,徐聖忠,AMTRAN,"17F,No.268,Lien Chen Rd.,Chung Ho CityTaipei County,Taiwan,235 R.O.C.",8228-0599,Scottie.chiu@amtran.com.tw,www.amtran.com.tw,邱裕平,財務長,(02)8228-0505-1108,scottie.chiu@amtran.com.tw,www.amtran.com.tw
137,2491,吉祥全球實業股份有限公司,吉祥全,光電業,－,新北市新店區中正路54巷6號,89380545,陳碧華,陳碧華,陳碧華,董事長暨總經理,林志聰,(02)8911-2000,84/04/14,90/09/19,新台幣 10.0000元,820080000,82008000,5000000,0,合併,每年,股東會,凱基證券股份有限公司,(02)2314-8800,台北市重慶南路一段2號5樓,基富聯合會計師事務所,黃榮全,李惠欽,FOCL,"No.6, Ln. 54, Zhongzheng Rd.,Xindian Dist., New Taipei City 231,",(03)375-0777,2491@focl.com.tw,www.focl.com.tw,林志聰,財務長,(02)89112000,2491@focl.com.tw,www.focl.com.tw
138,2492,華新科技股份有限公司,華新科,電子零組件業,－,台北市松智路1號24樓,19004316,焦佑衡,張瑞宗,李定珠,協理,葉澤光,(03)475-8711,59/07/29,90/09/17,新台幣 10.0000元,4858042990,485804299,0,0,合併,每年,股東會,華新科技股份有限公司股務辦事處,(02)2790-5885,台北市內湖區行善路３９８號８樓,勤業眾信聯合會計師事務所,施錦川,洪國田,WTC,"566-1,Kao-shi Road Yang-Mei,Tao-Yuan,32642,Taiwan,R.O.C.",(03)475-3981,henryhsiao@passivecomponent.com,www.passivecomponent.com,李定珠,協理,(02)2723-0887,csrir@passivecomponent.com,http://www.passivecomponent.com/findex.asp
139,2493,揚博科技股份有限公司,揚博,電子零組件業,－,台北市信義區松德路171號17樓,30929883,蘇勝義,蘇勝義,蘇勝義,董事長,鄭斐文,(02)2726-2220,69/11/01,91/01/23,新台幣 10.0000元,1144373900,114437390,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,周筱姿,李秀玲,AMPOC,"17F.,NO.171, SUNG-TEH ROADTAIPEI, TAIWAN, R.O.C.",(02)2726-2227,invest@ampoc.com.tw,http://www.ampoc.com.tw,蘇勝義,董事長,(02)2726-2220,invest@ampoc.com.tw,http://www.ampoc.com.tw/Investor/Interested
140,2495,普安科技股份有限公司,普安,其他電子業,－,新北市中和區中山路三段102號8樓,84166074,羅仕東,羅仕東,陳慶東,總經理特助,劉淑華,2226-0126,82/01/19,91/03/25,新台幣 10.0000元,2735515380,273551538,0,0,合併,每年,股東會,元大證券股份有限公司股務代理部,(02)2586-5859,台北市承德路三段210號地下一樓,安侯建業聯合會計師事務所,郭柔蘭,連淑凌,Infortrend,"8F, No.102, Sec. 3, Jhongshan Rd.,Jhonghe Dist., New Taipei City, Taiwan",2226-8456,investor@infortrend.com,www.infortrend.com,陳慶東,總經理特助,2226-0126#8602,investor@infortrend.com,https://www.infortrend.com/tw/About/concern
