,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
39,8440,綠電再生股份有限公司,綠電,其他,－,32669桃園市楊梅區頭湖里泰圳路313巷128號,16636181,洪敏昌,隋學光,莊淑珍,副總經理,徐睦賢,02-2381-8000,87/08/05,107/03/28,新台幣 10.0000元,380002250,38000225,0,0,合併,每年,股東會,凱基證券股份有限公司,02-2389-2999,台北市重慶南路一段2號5樓,安侯建業聯合會計師事務所,鍾丹丹,陳富仁,E＆E,"No.128, Ln. 313, Taizun Rd., Touhu Vil., Yangmei Dist.,Taoyuan City 32669, Taiwan (R.O.C.)",02-2381-9000,eer@eer.com.tw,www.eer.com.tw,莊淑珍,副總經理,02-2381-8000,eer@eer.com.tw,www.eer.com.tw
40,8444,綠河股份有限公司,綠河-KY,其他,KY 開曼群島,"222 Moo 4, T.Thachang, A.Bangklum, Songkhla, Thailand",54387326,謝榮輝,黃登士,黃登士,執行長兼營運長,李木文,6674328955,100/01/14,104/10/27,新台幣 10.0000元,897668450,89766845,0,0,合併,每半會計年度,董事會,台新綜合證券(股)公司股務代理部,02-25048125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,張純怡會計師,趙敏如會計師,Green River,"222 Moo 4, T.Thachang, A.BangklumSongkhla, Thailand",6674268782,investgr@greenriverholding.com,www.greenriverholding.com,董正珣,投資人關係,02-23966066#215,lucytung@greenriverholding.com,www.greenriverholding.com/stakeholderengagement.aspx
41,8476,台境企業股份有限公司,台境,其他,－,高雄市苓雅區中正二路175號26樓之3,80369745,郭人豪,林睿達,林宇茂,財務長,徐正哲,(07)222-9115,92/12/23,106/03/28,新台幣 10.0000元,605103370,60510337,20000000,0,合併,每年,董事會,凱基證券股份有限公司,(02)2389-2999,10044台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,張淑瑩,吳美萍,TESC,"26F.-3, No. 175, Zhongzheng 2nd Rd., Lingya Dist.,Kaohsiung City 802, Taiwan (R.O.C.)",(07)222-9338,public@tesc.com.tw,www.tesc.com.tw,林宇茂,財務長,(07)222-9115,yu.mao@tesc.com.tw,http://www.tesc.com.tw/index.asp?au_id=8
42,8489,三貝德數位文創股份有限公司,三貝德,其他,－,新北市三重區重新路五段609巷2號5樓,28443147,史勇信,魏宏泰,魏宏泰,總經理,余明珊,02-6635-5288,95/10/30,106/04/27,新台幣 10.0000元,377524140,37752414,0,0,合併,每年,股東會,台新證券股務代理部,02-2504-8125,台北市中山區建國北路一段96號B1,安永聯合會計師事務所,涂嘉玲,傅文芳,Samebest,"5F., No.2, Ln. 609, Sec. 5, Chongxin Rd., Sanchong Dist., New Taipei City 241New Taipei City 241, Taiwan(R.O.C)",02-2995-9255,investor@samebest.com.tw,www.samebest.com.tw,魏宏泰,總經理,02-6635-5288,investor@samebest.com.tw,
43,8905,裕國冷凍冷藏股份有限公司,裕國,其他,－,台中市西屯區工業二路三號,23641978,楊育偉,詹義郎,林柏杉,經理,陳麗妃,04-23591313,79/05/30,85/01/31,新台幣 10.0000元,1194400000,119440000,10000000,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號地下二樓,安侯建業聯合會計師事務所,張字信,吳俊源,ECS,NO.3 Industrial 2ND RD. Taichung Taiwan,04-23500210,service@cooleagle.com.tw,www.cooleagle.com.tw,陳麗妃,總管理處協理,04-23591313,judychen@cooleagle.com.tw,www.cooleagle.com.tw
44,8906,花王企業股份有限公司,花王,其他,－,新北市土城區中山路六十五號,33742362,謝宗翰,謝宗翰,莊秋賢,副總經理,陳惠敏,2267-3777,57/07/31,85/04/23,新台幣 10.0000元,340373700,34037370,0,0,個別,每年,董事會,福邦證券股份有限公司,2371-1658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,陳憲正,王方瑜,Forward,"No.65 Chung Shan Rd., Tu Cheng Dist.New Taipei City, Taiwan, R.O.C.",2267-3789,a3742362@ms21.hinet.net,http://www.forward-net.com.tw,莊秋賢,副總經理,02-22673777,albert@forward-net.com.tw,http://www.forward-net.com.tw
45,8916,光隆實業股份有限公司,光隆,其他,－,台北市敦化南路二段105號16樓,33111800,詹賀博,詹賀博,李宗恆,特助,徐立亭,02-27092550,55/02/17,88/04/20,新台幣 10.0000元,1494778310,131277831,0,18200000,合併,每年,股東會,凱基證券股份有限公司,02-23892999,台北市中正區重慶南路一段2號5樓,勤業眾信聯合會計師事務所,張清福,邱盟捷,KLF,"16TH FL.NO.105,THN-HWA S.RD SEC.2 TAIWAN.R.O.C TAIPEI TAIWAN",02-27092555,kl.888@klf-group.com,http://www.klf-group.com/,李宗恆,特助,02-27092550,kl.888@klf-group.com,http://www.klf-group.com/chinese/04_ir/01_company.php
46,8921,沈氏藝術印刷股份有限公司,沈氏,其他,－,新北市土城區中央路1段365巷7號3樓,15820097,陳正剛,陳正剛,方世調,行銷部副總經理,陳宗易,(02)2270-8198,66/12/15,89/03/21,新台幣 10.0000元,465921590,46592159,0,0,個別,每年,股東會,永豐金證券股份有限公司,(02)2381-6288,100台北市博愛路17號3樓,國富浩華聯合會計師事務所,張亞荃,潘金樹,SHEN'S ART,"No.7,Lane365,Sec.1,Chung-Yung Road,To-Chen,Taipei Hsien,Taiwan,R.O.C.",(02)2270-6111,victor@shen.com.tw,www.shen.com.tw,陳宗易,財務主管,(02)2270-8198,victor@shen.com.tw,www.shen.com.tw
47,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
48,8924,大田精密工業股份有限公司,大田,其他,－,屏東縣內埔鄉豐田村建富路8號,23060009,李孔文,許戎民,鍾政義,經理,李忠穆,08-7783855,77/07/18,89/02/09,新台幣 10.0000元,838000000,83800000,0,0,合併,每年,董事會,凱基證券股份有限公司,02-23892999,台北市重慶南路一段2號5樓,展立聯合會計師事務所,柯宗立,陳文達,O-TA,"NO.8 CHIEN-FU ROAD, NEI-PU INDUSTRIAL ZONEPING-TUNG HSIEN, TAIWAN, R.O.C.",08-7792922,invest@o-ta.com.tw,www.o-ta.com.tw,鍾政義,經理,08-7783855#125,chungyi@o-ta.com.tw,http://www.o-ta.com.tw/?page_id=2334
49,8928,鉅明股份有限公司,鉅明,其他,－,高雄市大寮區光明路一段121巷53號,85634075,林進能,蔡昌均,顏志憲,經理,陳振興,07-7875510,62/06/25,90/02/02,新台幣 10.0000元,508540150,50854015,0,0,合併,每年,股東會,華南永昌綜合證券股務代理部,02-27186425,台北市松山區民生東路四段54號4樓,安侯建業聯合會計師事務所,許振隆,陳國宗,DYNAMIC,"NO.53, Lane 121,section 1,Kuang Ming Road,Ta Liao DistrictKaohsiung City,Taiwan,R.O.C.",07-7876001,finance@dynamic.com.tw,www.dynamic.com.tw,顏志憲,經理,07-7875510-39,finance@dynamic.com.tw,www.dynamic.com.tw
50,8929,富堡工業股份有限公司,富堡,其他,－,台北市中正區忠孝東路2段130號2樓之3,30851864,林煥強,林煥強,葉倚妡,財務部經理,張慧玲,03-352-9862,66/08/29,89/11/30,新台幣 10.0000元,505808620,50580862,0,0,合併,每年,董事會,永豐金證券股份有限公司,02-2381-6288,台北市中正區博愛路17號3樓,正風聯合會計師事務所,鄭憲修,賴家裕,FBIC,"2F-3,NO,130,sec.2,Zhong-Xiao E,Road.,Taipei TaiwanTaipei, Taiwan 100, R.O.C.",03-312-8974,sarah.yeh@fuburg.com,http://www.fuburg.com,張慧玲,財務部主任,03-3529862,Nicole.Chang@Fuburg.com,www.fuburg.com/index.php/stakeholders
51,8932,宏大拉鍊股份有限公司,宏大,其他,－,台北市內湖區洲子街196號7樓,35892013,鍾富瑋,蔡焜煌,陳淑雯,財務長,簡麗玲,(02)2627-1828,67/02/18,90/03/29,新台幣 10.0000元,600500000,60050000,11000000,0,合併,每年,股東會,統一綜合證券股份有限公司,(02)2747-8266,台北市東興路8號地下1樓,資誠聯合會計師事務所,陳憲正,蕭春鴛,MAX ZIPPER,"7F,NO.196,JOUTZ ST,NEIHU DIST.,TAIPEI 114, TAIWAN, R.O.C.",(02)2627-1827,speak@maxzip.com.tw,www.maxzip.com.tw,陳淑雯,財務長,(02)2627-1828,speak@maxzip.com.tw,http://www.maxzip.com.tw/content.php?sno=0002908
52,8933,愛地雅工業股份有限公司,愛地雅,其他,－,台中市梧棲區港埠路一段497號,97506791,張元賓,林恒斌,賴名美,財務會計處副總經理,黃惠君,04-26393242,69/09/16,90/03/28,新台幣 10.0000元,2995933830,299593383,108000000,0,合併,每年,股東會,愛地雅工業股份有限公司股務室,02-27051333,台北市大安區敦化南路二段98號12樓,勤業眾信聯合會計師事務所,方蘇立,葉東煇,IDEAL,"497, KANG FU RD. SEC.1, WU-CHI TOWN　TAICHUNG, TAIWAN R.O.C.",04-26393247,ideal@idealbike.com.tw,www.idealbike.com.tw,賴名美,副總經理,04-26393242,spokesperson@idealbike.com.tw,www.idealbike.com.tw
53,8935,邦泰複合材料股份有限公司,邦泰,其他,－,台中市潭子區豐興路二段龍興巷23-6號,52784171,亨利通投資股份有限公司代表人:沈茂根,沈茂根,洪敬程,行政管理處執行協理,鍾秀菊,04-25384121,71/12/21,91/03/26,新台幣 10.0000元,843000000,84300000,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,台北市大安區敦化南路二段97號地下二樓,安永聯合會計師事務所(原致遠),凃清淵,黃宇廷,PONTEX,"No.23-6, Lung Hsing Lane Feng Hsing Road, Sec. 2, Tan Tzu HsiangTaichung Taiwan",04-25384120,server@pontex.com,www.pontex.com,洪敬程,行政管理處執行協理,04-25384121#3511,bob.hong@pontex.com,http://www.pontex.com/finance/index.php?parent_id=34
54,8936,國統國際股份有限公司,國統,其他,－,屏東縣新園鄉媽祖路400號,91888619,洪雅滿,洪雅滿,杜冠禎,執行副總,黃雯慧,07-5573755,67/07/15,91/09/09,新台幣 10.0000元,2480781570,248078157,0,0,合併,每年,董事會,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,安永聯合會計師事務所,黃世杰,李芳文,KTI,"400,Matzu Rd.,Shinyuan Shiang,Pingtung,Taiwan, R.O.C.",07-5575300,IR@kti.com.tw,http://www.kti.com.tw,黃雯慧,財會主管,07-5577080,IR@kti.com.tw,http://www.kti.com.tw/stakeholder.html
55,8937,合騏工業股份有限公司,合騏,其他,－,嘉義縣義竹鄉義竹工業區義工二路二號,66338721,謝菁菁,廖學農,余滄斌,財務主管,陳忠森,05-3426621,64/10/09,91/10/29,新台幣 10.0000元,724788000,72478800,0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,正風聯合會計師事務所,賴永吉,鄭憲修,HER CHEE,"No.2 YI-KUNG 2 ROAD. YI-CHU INDUSTRIAL AREA, YI-CHU HSIANG,CHIA-YI HSIEN, TAIWAN, R.O.C",05-3427208,audit@hercheemoto.com.tw,www.hercheemoto.com.tw,陳忠森,財務顧問,05-3426621#123,audit@hercheemoto.com.tw,www.hercheemoto.com.tw
56,8938,明安國際企業股份有限公司,明安,其他,－,高雄市小港區中林路26號,22532826,鄭錫潛,鄭錫潛,劉安(日+告),副董事長,郭怡妙,07-8721410,76/07/20,91/12/02,新台幣 10.0000元,1353127220,135312722,0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,廖阿甚,吳建志,ADVANCED GROUP,"NO. 26 CHUNG LIN RD, LIN HAI INDUSTRIAL DISTRICTKAOHSIUNG, TAIWAN, R.O.C.",07-8716242,jane.wang@adgroup.com.tw,www.adgroup.com.tw,郭怡妙,協理,07-8721410#2310,ym.kuo@adgroup.com.tw,www.adgroup.com.tw
57,8942,森鉅科技材料股份有限公司,森鉅,其他,－,台南市歸仁區中山路一段411號7樓,89845559,鄭憲得,鄭憲松,陳啟煌,副總經理,李芸芳,06-2397257,83/09/09,92/05/16,新台幣 10.0000元,1658400800,165840080,0,0,合併,每半會計年度,董事會,兆豐證券(股)公司,02-33930898,台北市忠孝東路二段95號1樓,勤業眾信會計師事務所,李季珍,楊朝欽,Xxentria,"NO.411 1st Sec.,Chung Shan Road　Kuei Jen Shian, Tainan Hsien, Taiwan",06-2392359,finance@xxentria-tech.com,http://xxentria-tech.com/,陳啟煌,副總經理,06-2397257,finance@xxentria-tech.com,http://xxentria-tech.com/
